N,min(u),q1(u),med(u),q3(u),max(u),avg(u),std(u),min(v),q1(v),med(v),q3(v),max(v),avg(v),std(v),min(w),q1(w),med(w),q3(w),max(w),avg(w),std(w),min(isoQ),q1(isoQ),med(isoQ),q3(isoQ),max(isoQ),avg(isoQ),std(isoQ),min(vortmag),q1(vortmag),med(vortmag),q3(vortmag),max(vortmag),avg(vortmag),std(vortmag),min(pressure),q1(pressure),med(pressure),q3(pressure),max(pressure),avg(pressure),std(pressure),min(viscosity),q1(viscosity),med(viscosity),q3(viscosity),max(viscosity),avg(viscosity),std(viscosity),min(density),q1(density),med(density),q3(density),max(density),avg(density),std(density),min(volfrac),q1(volfrac),med(volfrac),q3(volfrac),max(volfrac),avg(volfrac),std(volfrac),min(dpm_u),q1(dpm_u),med(dpm_u),q3(dpm_u),max(dpm_u),avg(dpm_u),std(dpm_u),min(dpm_v),q1(dpm_v),med(dpm_v),q3(dpm_v),max(dpm_v),avg(dpm_v),std(dpm_v),min(dpm_w),q1(dpm_w),med(dpm_w),q3(dpm_w),max(dpm_w),avg(dpm_w),std(dpm_w),min(vtkGhostType),q1(vtkGhostType),med(vtkGhostType),q3(vtkGhostType),max(vtkGhostType),avg(vtkGhostType),std(vtkGhostType),min(vtkValidPointMask),q1(vtkValidPointMask),med(vtkValidPointMask),q3(vtkValidPointMask),max(vtkValidPointMask),avg(vtkValidPointMask),std(vtkValidPointMask),min(vtkOriginalPointIds),q1(vtkOriginalPointIds),med(vtkOriginalPointIds),q3(vtkOriginalPointIds),max(vtkOriginalPointIds),avg(vtkOriginalPointIds),std(vtkOriginalPointIds),min(X),q1(X),med(X),q3(X),max(X),avg(X),std(X),min(Y),q1(Y),med(Y),q3(Y),max(Y),avg(Y),std(Y),min(Z),q1(Z),med(Z),q3(Z),max(Z),avg(Z),std(Z),vtkValidPointMask,Time,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
1,-0.0269601,-0.0269601,-0.0269601,-0.0269601,-0.0269601,-0.0269601,0,-0.0768651,-0.0768651,-0.0768651,-0.0768651,-0.0768651,-0.0768651,0,-0.0909961,-0.0909961,-0.0909961,-0.0909961,-0.0909961,-0.0909961,0,70.2802,70.2802,70.2802,70.2802,70.2802,70.2802,0,16.5135,16.5135,16.5135,16.5135,16.5135,16.5135,0,1885.84,1885.84,1885.84,1885.84,1885.84,1885.84,0,0.00596961,0.00596961,0.00596961,0.00596961,0.00596961,0.00596961,0,989.349,989.349,989.349,989.349,989.349,989.349,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,55,45,0,1
1,0.126602,0.126602,0.126602,0.126602,0.126602,0.126602,0,0.211006,0.211006,0.211006,0.211006,0.211006,0.211006,0,0.071802,0.071802,0.071802,0.071802,0.071802,0.071802,0,-15.2511,-15.2511,-15.2511,-15.2511,-15.2511,-15.2511,0,10.5415,10.5415,10.5415,10.5415,10.5415,10.5415,0,1888.91,1888.91,1888.91,1888.91,1888.91,1888.91,0,0.00649898,0.00649898,0.00649898,0.00649898,0.00649898,0.00649898,0,993.614,993.614,993.614,993.614,993.614,993.614,0,1,1,1,1,1,1,0,5.96494e-09,5.96494e-09,5.96494e-09,5.96494e-09,5.96494e-09,5.96494e-09,0,8.37997e-09,8.37997e-09,8.37997e-09,8.37997e-09,8.37997e-09,8.37997e-09,0,2.38295e-08,2.38295e-08,2.38295e-08,2.38295e-08,2.38295e-08,2.38295e-08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,56,46,0,1
1,0.0243966,0.0243966,0.0243966,0.0243966,0.0243966,0.0243966,0,0.0615065,0.0615065,0.0615065,0.0615065,0.0615065,0.0615065,0,0.52335,0.52335,0.52335,0.52335,0.52335,0.52335,0,-464.089,-464.089,-464.089,-464.089,-464.089,-464.089,0,17.0187,17.0187,17.0187,17.0187,17.0187,17.0187,0,1908.47,1908.47,1908.47,1908.47,1908.47,1908.47,0,0.0153282,0.0153282,0.0153282,0.0153282,0.0153282,0.0153282,0,978.148,978.148,978.148,978.148,978.148,978.148,0,1,1,1,1,1,1,0,2.10645e-08,2.10645e-08,2.10645e-08,2.10645e-08,2.10645e-08,2.10645e-08,0,6.97374e-09,6.97374e-09,6.97374e-09,6.97374e-09,6.97374e-09,6.97374e-09,0,9.08607e-08,9.08607e-08,9.08607e-08,9.08607e-08,9.08607e-08,9.08607e-08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,57,47,0,1
1,0.110848,0.110848,0.110848,0.110848,0.110848,0.110848,0,0.0228798,0.0228798,0.0228798,0.0228798,0.0228798,0.0228798,0,0.377533,0.377533,0.377533,0.377533,0.377533,0.377533,0,181.664,181.664,181.664,181.664,181.664,181.664,0,22.7335,22.7335,22.7335,22.7335,22.7335,22.7335,0,1900.29,1900.29,1900.29,1900.29,1900.29,1900.29,0,0.00732294,0.00732294,0.00732294,0.00732294,0.00732294,0.00732294,0,986.538,986.538,986.538,986.538,986.538,986.538,0,1,1,1,1,1,1,0,0.0069932,0.0069932,0.0069932,0.0069932,0.0069932,0.0069932,0,0.00218651,0.00218651,0.00218651,0.00218651,0.00218651,0.00218651,0,0.0291177,0.0291177,0.0291177,0.0291177,0.0291177,0.0291177,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,58,48,0,1
1,-0.129993,-0.129993,-0.129993,-0.129993,-0.129993,-0.129993,0,0.128918,0.128918,0.128918,0.128918,0.128918,0.128918,0,0.302854,0.302854,0.302854,0.302854,0.302854,0.302854,0,-399.673,-399.673,-399.673,-399.673,-399.673,-399.673,0,9.55405,9.55405,9.55405,9.55405,9.55405,9.55405,0,1905.74,1905.74,1905.74,1905.74,1905.74,1905.74,0,0.0113741,0.0113741,0.0113741,0.0113741,0.0113741,0.0113741,0,997.764,997.764,997.764,997.764,997.764,997.764,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,59,49,0,1
1,-0.00566712,-0.00566712,-0.00566712,-0.00566712,-0.00566712,-0.00566712,0,-0.218236,-0.218236,-0.218236,-0.218236,-0.218236,-0.218236,0,-0.103895,-0.103895,-0.103895,-0.103895,-0.103895,-0.103895,0,-643.646,-643.646,-643.646,-643.646,-643.646,-643.646,0,19.6147,19.6147,19.6147,19.6147,19.6147,19.6147,0,1905.27,1905.27,1905.27,1905.27,1905.27,1905.27,0,0.0175291,0.0175291,0.0175291,0.0175291,0.0175291,0.0175291,0,926.496,926.496,926.496,926.496,926.496,926.496,0,1,1,1,1,1,1,0,0.0116148,0.0116148,0.0116148,0.0116148,0.0116148,0.0116148,0,-0.0577688,-0.0577688,-0.0577688,-0.0577688,-0.0577688,-0.0577688,0,0.0518006,0.0518006,0.0518006,0.0518006,0.0518006,0.0518006,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,60,50,0,1
1,0.102264,0.102264,0.102264,0.102264,0.102264,0.102264,0,0.15158,0.15158,0.15158,0.15158,0.15158,0.15158,0,0.377917,0.377917,0.377917,0.377917,0.377917,0.377917,0,-53.2739,-53.2739,-53.2739,-53.2739,-53.2739,-53.2739,0,14.8408,14.8408,14.8408,14.8408,14.8408,14.8408,0,1901.5,1901.5,1901.5,1901.5,1901.5,1901.5,0,0.00917592,0.00917592,0.00917592,0.00917592,0.00917592,0.00917592,0,976.326,976.326,976.326,976.326,976.326,976.326,0,1,1,1,1,1,1,0,0.00188863,0.00188863,0.00188863,0.00188863,0.00188863,0.00188863,0,0.00141315,0.00141315,0.00141315,0.00141315,0.00141315,0.00141315,0,0.0298352,0.0298352,0.0298352,0.0298352,0.0298352,0.0298352,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,61,51,0,1
1,-0.00416171,-0.00416171,-0.00416171,-0.00416171,-0.00416171,-0.00416171,0,-0.0535164,-0.0535164,-0.0535164,-0.0535164,-0.0535164,-0.0535164,0,0.333789,0.333789,0.333789,0.333789,0.333789,0.333789,0,203.64,203.64,203.64,203.64,203.64,203.64,0,24.8093,24.8093,24.8093,24.8093,24.8093,24.8093,0,1886.6,1886.6,1886.6,1886.6,1886.6,1886.6,0,0.00742049,0.00742049,0.00742049,0.00742049,0.00742049,0.00742049,0,958.008,958.008,958.008,958.008,958.008,958.008,0,1,1,1,1,1,1,0,-0.00851564,-0.00851564,-0.00851564,-0.00851564,-0.00851564,-0.00851564,0,0.00526002,0.00526002,0.00526002,0.00526002,0.00526002,0.00526002,0,0.0671407,0.0671407,0.0671407,0.0671407,0.0671407,0.0671407,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,62,52,0,1
1,-0.055587,-0.055587,-0.055587,-0.055587,-0.055587,-0.055587,0,0.0526449,0.0526449,0.0526449,0.0526449,0.0526449,0.0526449,0,0.443949,0.443949,0.443949,0.443949,0.443949,0.443949,0,-621.523,-621.523,-621.523,-621.523,-621.523,-621.523,0,19.7449,19.7449,19.7449,19.7449,19.7449,19.7449,0,1890.84,1890.84,1890.84,1890.84,1890.84,1890.84,0,0.0172649,0.0172649,0.0172649,0.0172649,0.0172649,0.0172649,0,969.424,969.424,969.424,969.424,969.424,969.424,0,1,1,1,1,1,1,0,0.0113888,0.0113888,0.0113888,0.0113888,0.0113888,0.0113888,0,-1.84173e-05,-1.84173e-05,-1.84173e-05,-1.84173e-05,-1.84173e-05,-1.84173e-05,0,0.0809267,0.0809267,0.0809267,0.0809267,0.0809267,0.0809267,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,63,53,0,1
1,-0.0551995,-0.0551995,-0.0551995,-0.0551995,-0.0551995,-0.0551995,0,-0.0739628,-0.0739628,-0.0739628,-0.0739628,-0.0739628,-0.0739628,0,-0.0289579,-0.0289579,-0.0289579,-0.0289579,-0.0289579,-0.0289579,0,20.7817,20.7817,20.7817,20.7817,20.7817,20.7817,0,25.8218,25.8218,25.8218,25.8218,25.8218,25.8218,0,1898.11,1898.11,1898.11,1898.11,1898.11,1898.11,0,0.011295,0.011295,0.011295,0.011295,0.011295,0.011295,0,941.832,941.832,941.832,941.832,941.832,941.832,0,1,1,1,1,1,1,0,-0.00222895,-0.00222895,-0.00222895,-0.00222895,-0.00222895,-0.00222895,0,-0.0103915,-0.0103915,-0.0103915,-0.0103915,-0.0103915,-0.0103915,0,0.0681177,0.0681177,0.0681177,0.0681177,0.0681177,0.0681177,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,64,54,0,1
1,0.151626,0.151626,0.151626,0.151626,0.151626,0.151626,0,-0.165096,-0.165096,-0.165096,-0.165096,-0.165096,-0.165096,0,0.226916,0.226916,0.226916,0.226916,0.226916,0.226916,0,-538.612,-538.612,-538.612,-538.612,-538.612,-538.612,0,15.5803,15.5803,15.5803,15.5803,15.5803,15.5803,0,1929.8,1929.8,1929.8,1929.8,1929.8,1929.8,0,0.015108,0.015108,0.015108,0.015108,0.015108,0.015108,0,997.171,997.171,997.171,997.171,997.171,997.171,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,65,55,0,1
1,-0.0175815,-0.0175815,-0.0175815,-0.0175815,-0.0175815,-0.0175815,0,0.126337,0.126337,0.126337,0.126337,0.126337,0.126337,0,0.188086,0.188086,0.188086,0.188086,0.188086,0.188086,0,-38.0315,-38.0315,-38.0315,-38.0315,-38.0315,-38.0315,0,11.0901,11.0901,11.0901,11.0901,11.0901,11.0901,0,1917.42,1917.42,1917.42,1917.42,1917.42,1917.42,0,0.00613392,0.00613392,0.00613392,0.00613392,0.00613392,0.00613392,0,955.517,955.517,955.517,955.517,955.517,955.517,0,1,1,1,1,1,1,0,0.00652637,0.00652637,0.00652637,0.00652637,0.00652637,0.00652637,0,0.0107427,0.0107427,0.0107427,0.0107427,0.0107427,0.0107427,0,0.0617757,0.0617757,0.0617757,0.0617757,0.0617757,0.0617757,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,66,56,0,1
1,-0.0287424,-0.0287424,-0.0287424,-0.0287424,-0.0287424,-0.0287424,0,0.0756468,0.0756468,0.0756468,0.0756468,0.0756468,0.0756468,0,0.528806,0.528806,0.528806,0.528806,0.528806,0.528806,0,30.2248,30.2248,30.2248,30.2248,30.2248,30.2248,0,17.3663,17.3663,17.3663,17.3663,17.3663,17.3663,0,1899.29,1899.29,1899.29,1899.29,1899.29,1899.29,0,0.0087015,0.0087015,0.0087015,0.0087015,0.0087015,0.0087015,0,996.69,996.69,996.69,996.69,996.69,996.69,0,1,1,1,1,1,1,0,4.57286e-10,4.57286e-10,4.57286e-10,4.57286e-10,4.57286e-10,4.57286e-10,0,2.78382e-10,2.78382e-10,2.78382e-10,2.78382e-10,2.78382e-10,2.78382e-10,0,3.56133e-08,3.56133e-08,3.56133e-08,3.56133e-08,3.56133e-08,3.56133e-08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,67,57,0,1
1,0.0704381,0.0704381,0.0704381,0.0704381,0.0704381,0.0704381,0,0.089992,0.089992,0.089992,0.089992,0.089992,0.089992,0,0.178134,0.178134,0.178134,0.178134,0.178134,0.178134,0,-203.371,-203.371,-203.371,-203.371,-203.371,-203.371,0,26.8999,26.8999,26.8999,26.8999,26.8999,26.8999,0,1899.68,1899.68,1899.68,1899.68,1899.68,1899.68,0,0.0130328,0.0130328,0.0130328,0.0130328,0.0130328,0.0130328,0,950.465,950.465,950.465,950.465,950.465,950.465,0,1,1,1,1,1,1,0,0.0168024,0.0168024,0.0168024,0.0168024,0.0168024,0.0168024,0,0.00907095,0.00907095,0.00907095,0.00907095,0.00907095,0.00907095,0,0.0728462,0.0728462,0.0728462,0.0728462,0.0728462,0.0728462,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,68,58,0,1
1,-0.0803559,-0.0803559,-0.0803559,-0.0803559,-0.0803559,-0.0803559,0,-0.0720387,-0.0720387,-0.0720387,-0.0720387,-0.0720387,-0.0720387,0,0.261216,0.261216,0.261216,0.261216,0.261216,0.261216,0,66.5933,66.5933,66.5933,66.5933,66.5933,66.5933,0,34.0925,34.0925,34.0925,34.0925,34.0925,34.0925,0,1887.96,1887.96,1887.96,1887.96,1887.96,1887.96,0,0.0158751,0.0158751,0.0158751,0.0158751,0.0158751,0.0158751,0,910.389,910.389,910.389,910.389,910.389,910.389,0,1,1,1,1,1,1,0,0.00220427,0.00220427,0.00220427,0.00220427,0.00220427,0.00220427,0,0.000536986,0.000536986,0.000536986,0.000536986,0.000536986,0.000536986,0,0.166698,0.166698,0.166698,0.166698,0.166698,0.166698,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,69,59,0,1
1,0.131926,0.131926,0.131926,0.131926,0.131926,0.131926,0,0.0534938,0.0534938,0.0534938,0.0534938,0.0534938,0.0534938,0,0.351834,0.351834,0.351834,0.351834,0.351834,0.351834,0,-83.9861,-83.9861,-83.9861,-83.9861,-83.9861,-83.9861,0,21.8855,21.8855,21.8855,21.8855,21.8855,21.8855,0,1890.14,1890.14,1890.14,1890.14,1890.14,1890.14,0,0.0126254,0.0126254,0.0126254,0.0126254,0.0126254,0.0126254,0,991.497,991.497,991.497,991.497,991.497,991.497,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,70,60,0,1
1,0.0288446,0.0288446,0.0288446,0.0288446,0.0288446,0.0288446,0,-0.0156605,-0.0156605,-0.0156605,-0.0156605,-0.0156605,-0.0156605,0,0.443413,0.443413,0.443413,0.443413,0.443413,0.443413,0,135.725,135.725,135.725,135.725,135.725,135.725,0,27.1462,27.1462,27.1462,27.1462,27.1462,27.1462,0,1882.33,1882.33,1882.33,1882.33,1882.33,1882.33,0,0.0111032,0.0111032,0.0111032,0.0111032,0.0111032,0.0111032,0,997.435,997.435,997.435,997.435,997.435,997.435,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,71,61,0,1
1,-0.0183762,-0.0183762,-0.0183762,-0.0183762,-0.0183762,-0.0183762,0,0.187497,0.187497,0.187497,0.187497,0.187497,0.187497,0,0.185587,0.185587,0.185587,0.185587,0.185587,0.185587,0,-182.814,-182.814,-182.814,-182.814,-182.814,-182.814,0,25.1752,25.1752,25.1752,25.1752,25.1752,25.1752,0,1894.09,1894.09,1894.09,1894.09,1894.09,1894.09,0,0.0159976,0.0159976,0.0159976,0.0159976,0.0159976,0.0159976,0,968.646,968.646,968.646,968.646,968.646,968.646,0,1,1,1,1,1,1,0,0.00198237,0.00198237,0.00198237,0.00198237,0.00198237,0.00198237,0,0.0105971,0.0105971,0.0105971,0.0105971,0.0105971,0.0105971,0,0.0743116,0.0743116,0.0743116,0.0743116,0.0743116,0.0743116,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,72,62,0,1
1,-0.0716328,-0.0716328,-0.0716328,-0.0716328,-0.0716328,-0.0716328,0,-0.139493,-0.139493,-0.139493,-0.139493,-0.139493,-0.139493,0,0.0663883,0.0663883,0.0663883,0.0663883,0.0663883,0.0663883,0,188.511,188.511,188.511,188.511,188.511,188.511,0,22.6491,22.6491,22.6491,22.6491,22.6491,22.6491,0,1861.22,1861.22,1861.22,1861.22,1861.22,1861.22,0,0.006657,0.006657,0.006657,0.006657,0.006657,0.006657,0,880.438,880.438,880.438,880.438,880.438,880.438,0,1,1,1,1,1,1,0,-0.0025126,-0.0025126,-0.0025126,-0.0025126,-0.0025126,-0.0025126,0,-0.0303266,-0.0303266,-0.0303266,-0.0303266,-0.0303266,-0.0303266,0,0.15434,0.15434,0.15434,0.15434,0.15434,0.15434,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,73,63,0,1
1,0.100553,0.100553,0.100553,0.100553,0.100553,0.100553,0,0.0632714,0.0632714,0.0632714,0.0632714,0.0632714,0.0632714,0,0.542221,0.542221,0.542221,0.542221,0.542221,0.542221,0,-89.4592,-89.4592,-89.4592,-89.4592,-89.4592,-89.4592,0,5.61529,5.61529,5.61529,5.61529,5.61529,5.61529,0,1884.55,1884.55,1884.55,1884.55,1884.55,1884.55,0,0.00719599,0.00719599,0.00719599,0.00719599,0.00719599,0.00719599,0,963.869,963.869,963.869,963.869,963.869,963.869,0,1,1,1,1,1,1,0,3.38588e-08,3.38588e-08,3.38588e-08,3.38588e-08,3.38588e-08,3.38588e-08,0,1.93687e-08,1.93687e-08,1.93687e-08,1.93687e-08,1.93687e-08,1.93687e-08,0,1.47861e-07,1.47861e-07,1.47861e-07,1.47861e-07,1.47861e-07,1.47861e-07,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,74,64,0,1
1,0.183306,0.183306,0.183306,0.183306,0.183306,0.183306,0,0.0813877,0.0813877,0.0813877,0.0813877,0.0813877,0.0813877,0,0.0928689,0.0928689,0.0928689,0.0928689,0.0928689,0.0928689,0,7.11177,7.11177,7.11177,7.11177,7.11177,7.11177,0,10.4651,10.4651,10.4651,10.4651,10.4651,10.4651,0,1893.5,1893.5,1893.5,1893.5,1893.5,1893.5,0,0.00581735,0.00581735,0.00581735,0.00581735,0.00581735,0.00581735,0,935.715,935.715,935.715,935.715,935.715,935.715,0,1,1,1,1,1,1,0,0.0404477,0.0404477,0.0404477,0.0404477,0.0404477,0.0404477,0,0.0290547,0.0290547,0.0290547,0.0290547,0.0290547,0.0290547,0,0.112434,0.112434,0.112434,0.112434,0.112434,0.112434,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,75,65,0,1
1,0.132182,0.132182,0.132182,0.132182,0.132182,0.132182,0,-0.136794,-0.136794,-0.136794,-0.136794,-0.136794,-0.136794,0,-0.0208719,-0.0208719,-0.0208719,-0.0208719,-0.0208719,-0.0208719,0,310.764,310.764,310.764,310.764,310.764,310.764,0,34.2357,34.2357,34.2357,34.2357,34.2357,34.2357,0,1892.52,1892.52,1892.52,1892.52,1892.52,1892.52,0,0.0123793,0.0123793,0.0123793,0.0123793,0.0123793,0.0123793,0,918.022,918.022,918.022,918.022,918.022,918.022,0,1,1,1,1,1,1,0,0.018717,0.018717,0.018717,0.018717,0.018717,0.018717,0,-0.0336608,-0.0336608,-0.0336608,-0.0336608,-0.0336608,-0.0336608,0,0.0586708,0.0586708,0.0586708,0.0586708,0.0586708,0.0586708,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,76,66,0,1
1,-0.181465,-0.181465,-0.181465,-0.181465,-0.181465,-0.181465,0,-0.117401,-0.117401,-0.117401,-0.117401,-0.117401,-0.117401,0,0.252327,0.252327,0.252327,0.252327,0.252327,0.252327,0,-265.062,-265.062,-265.062,-265.062,-265.062,-265.062,0,7.76026,7.76026,7.76026,7.76026,7.76026,7.76026,0,1920.94,1920.94,1920.94,1920.94,1920.94,1920.94,0,0.0110598,0.0110598,0.0110598,0.0110598,0.0110598,0.0110598,0,983.299,983.299,983.299,983.299,983.299,983.299,0,1,1,1,1,1,1,0,-0.0094671,-0.0094671,-0.0094671,-0.0094671,-0.0094671,-0.0094671,0,-0.00522281,-0.00522281,-0.00522281,-0.00522281,-0.00522281,-0.00522281,0,0.0250881,0.0250881,0.0250881,0.0250881,0.0250881,0.0250881,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,77,67,0,1
1,-0.131053,-0.131053,-0.131053,-0.131053,-0.131053,-0.131053,0,-0.0285816,-0.0285816,-0.0285816,-0.0285816,-0.0285816,-0.0285816,0,0.13827,0.13827,0.13827,0.13827,0.13827,0.13827,0,-55.2722,-55.2722,-55.2722,-55.2722,-55.2722,-55.2722,0,12.5086,12.5086,12.5086,12.5086,12.5086,12.5086,0,1896.52,1896.52,1896.52,1896.52,1896.52,1896.52,0,0.00806303,0.00806303,0.00806303,0.00806303,0.00806303,0.00806303,0,970.923,970.923,970.923,970.923,970.923,970.923,0,1,1,1,1,1,1,0,-0.00148852,-0.00148852,-0.00148852,-0.00148852,-0.00148852,-0.00148852,0,0.00242652,0.00242652,0.00242652,0.00242652,0.00242652,0.00242652,0,0.0197421,0.0197421,0.0197421,0.0197421,0.0197421,0.0197421,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,78,68,0,1
