N,min(u),q1(u),med(u),q3(u),max(u),avg(u),std(u),min(v),q1(v),med(v),q3(v),max(v),avg(v),std(v),min(w),q1(w),med(w),q3(w),max(w),avg(w),std(w),min(isoQ),q1(isoQ),med(isoQ),q3(isoQ),max(isoQ),avg(isoQ),std(isoQ),min(vortmag),q1(vortmag),med(vortmag),q3(vortmag),max(vortmag),avg(vortmag),std(vortmag),min(pressure),q1(pressure),med(pressure),q3(pressure),max(pressure),avg(pressure),std(pressure),min(viscosity),q1(viscosity),med(viscosity),q3(viscosity),max(viscosity),avg(viscosity),std(viscosity),min(density),q1(density),med(density),q3(density),max(density),avg(density),std(density),min(volfrac),q1(volfrac),med(volfrac),q3(volfrac),max(volfrac),avg(volfrac),std(volfrac),min(dpm_u),q1(dpm_u),med(dpm_u),q3(dpm_u),max(dpm_u),avg(dpm_u),std(dpm_u),min(dpm_v),q1(dpm_v),med(dpm_v),q3(dpm_v),max(dpm_v),avg(dpm_v),std(dpm_v),min(dpm_w),q1(dpm_w),med(dpm_w),q3(dpm_w),max(dpm_w),avg(dpm_w),std(dpm_w),min(vtkGhostType),q1(vtkGhostType),med(vtkGhostType),q3(vtkGhostType),max(vtkGhostType),avg(vtkGhostType),std(vtkGhostType),min(vtkValidPointMask),q1(vtkValidPointMask),med(vtkValidPointMask),q3(vtkValidPointMask),max(vtkValidPointMask),avg(vtkValidPointMask),std(vtkValidPointMask),min(vtkOriginalPointIds),q1(vtkOriginalPointIds),med(vtkOriginalPointIds),q3(vtkOriginalPointIds),max(vtkOriginalPointIds),avg(vtkOriginalPointIds),std(vtkOriginalPointIds),min(X),q1(X),med(X),q3(X),max(X),avg(X),std(X),min(Y),q1(Y),med(Y),q3(Y),max(Y),avg(Y),std(Y),min(Z),q1(Z),med(Z),q3(Z),max(Z),avg(Z),std(Z),vtkValidPointMask,Time,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
1,0.0840373,0.0840373,0.0840373,0.0840373,0.0840373,0.0840373,0,0.0817902,0.0817902,0.0817902,0.0817902,0.0817902,0.0817902,0,0.443329,0.443329,0.443329,0.443329,0.443329,0.443329,0,237.617,237.617,237.617,237.617,237.617,237.617,0,29.3526,29.3526,29.3526,29.3526,29.3526,29.3526,0,1860.82,1860.82,1860.82,1860.82,1860.82,1860.82,0,0.00997763,0.00997763,0.00997763,0.00997763,0.00997763,0.00997763,0,970.76,970.76,970.76,970.76,970.76,970.76,0,1,1,1,1,1,1,0,0.00397021,0.00397021,0.00397021,0.00397021,0.00397021,0.00397021,0,0.0328913,0.0328913,0.0328913,0.0328913,0.0328913,0.0328913,0,0.0864787,0.0864787,0.0864787,0.0864787,0.0864787,0.0864787,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,30,20,0,1
1,-0.0136937,-0.0136937,-0.0136937,-0.0136937,-0.0136937,-0.0136937,0,-0.149591,-0.149591,-0.149591,-0.149591,-0.149591,-0.149591,0,0.108378,0.108378,0.108378,0.108378,0.108378,0.108378,0,85.2233,85.2233,85.2233,85.2233,85.2233,85.2233,0,22.8875,22.8875,22.8875,22.8875,22.8875,22.8875,0,1898.52,1898.52,1898.52,1898.52,1898.52,1898.52,0,0.00928378,0.00928378,0.00928378,0.00928378,0.00928378,0.00928378,0,998.226,998.226,998.226,998.226,998.226,998.226,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,31,21,0,1
1,-0.00826928,-0.00826928,-0.00826928,-0.00826928,-0.00826928,-0.00826928,0,-0.0661621,-0.0661621,-0.0661621,-0.0661621,-0.0661621,-0.0661621,0,0.262997,0.262997,0.262997,0.262997,0.262997,0.262997,0,-273.551,-273.551,-273.551,-273.551,-273.551,-273.551,0,6.84286,6.84286,6.84286,6.84286,6.84286,6.84286,0,1922.94,1922.94,1922.94,1922.94,1922.94,1922.94,0,0.0124571,0.0124571,0.0124571,0.0124571,0.0124571,0.0124571,0,984.014,984.014,984.014,984.014,984.014,984.014,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,32,22,0,1
1,0.153412,0.153412,0.153412,0.153412,0.153412,0.153412,0,-0.0215366,-0.0215366,-0.0215366,-0.0215366,-0.0215366,-0.0215366,0,0.133935,0.133935,0.133935,0.133935,0.133935,0.133935,0,260.189,260.189,260.189,260.189,260.189,260.189,0,25.07,25.07,25.07,25.07,25.07,25.07,0,1886.55,1886.55,1886.55,1886.55,1886.55,1886.55,0,0.00597758,0.00597758,0.00597758,0.00597758,0.00597758,0.00597758,0,954.895,954.895,954.895,954.895,954.895,954.895,0,1,1,1,1,1,1,0,0.0130838,0.0130838,0.0130838,0.0130838,0.0130838,0.0130838,0,-0.00558751,-0.00558751,-0.00558751,-0.00558751,-0.00558751,-0.00558751,0,0.0342956,0.0342956,0.0342956,0.0342956,0.0342956,0.0342956,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,33,23,0,1
1,-0.0392848,-0.0392848,-0.0392848,-0.0392848,-0.0392848,-0.0392848,0,-0.080152,-0.080152,-0.080152,-0.080152,-0.080152,-0.080152,0,0.312797,0.312797,0.312797,0.312797,0.312797,0.312797,0,58.4431,58.4431,58.4431,58.4431,58.4431,58.4431,0,19.0286,19.0286,19.0286,19.0286,19.0286,19.0286,0,1900.72,1900.72,1900.72,1900.72,1900.72,1900.72,0,0.00727488,0.00727488,0.00727488,0.00727488,0.00727488,0.00727488,0,864.99,864.99,864.99,864.99,864.99,864.99,0,1,1,1,1,1,1,0,-0.00290903,-0.00290903,-0.00290903,-0.00290903,-0.00290903,-0.00290903,0,-0.0825316,-0.0825316,-0.0825316,-0.0825316,-0.0825316,-0.0825316,0,0.280446,0.280446,0.280446,0.280446,0.280446,0.280446,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,34,24,0,1
1,0.114968,0.114968,0.114968,0.114968,0.114968,0.114968,0,0.0495199,0.0495199,0.0495199,0.0495199,0.0495199,0.0495199,0,0.21802,0.21802,0.21802,0.21802,0.21802,0.21802,0,172.738,172.738,172.738,172.738,172.738,172.738,0,23.8284,23.8284,23.8284,23.8284,23.8284,23.8284,0,1912.63,1912.63,1912.63,1912.63,1912.63,1912.63,0,0.00710201,0.00710201,0.00710201,0.00710201,0.00710201,0.00710201,0,872.911,872.911,872.911,872.911,872.911,872.911,0,1,1,1,1,1,1,0,0.0426867,0.0426867,0.0426867,0.0426867,0.0426867,0.0426867,0,-0.00511829,-0.00511829,-0.00511829,-0.00511829,-0.00511829,-0.00511829,0,0.150022,0.150022,0.150022,0.150022,0.150022,0.150022,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,35,25,0,1
1,-0.149935,-0.149935,-0.149935,-0.149935,-0.149935,-0.149935,0,-0.0232785,-0.0232785,-0.0232785,-0.0232785,-0.0232785,-0.0232785,0,0.321007,0.321007,0.321007,0.321007,0.321007,0.321007,0,313.406,313.406,313.406,313.406,313.406,313.406,0,34.8891,34.8891,34.8891,34.8891,34.8891,34.8891,0,1882.83,1882.83,1882.83,1882.83,1882.83,1882.83,0,0.0124312,0.0124312,0.0124312,0.0124312,0.0124312,0.0124312,0,833.838,833.838,833.838,833.838,833.838,833.838,0,1,1,1,1,1,1,0,-0.0280337,-0.0280337,-0.0280337,-0.0280337,-0.0280337,-0.0280337,0,-0.0543078,-0.0543078,-0.0543078,-0.0543078,-0.0543078,-0.0543078,0,0.231282,0.231282,0.231282,0.231282,0.231282,0.231282,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,36,26,0,1
1,0.057009,0.057009,0.057009,0.057009,0.057009,0.057009,0,-0.0324895,-0.0324895,-0.0324895,-0.0324895,-0.0324895,-0.0324895,0,0.291334,0.291334,0.291334,0.291334,0.291334,0.291334,0,55.1796,55.1796,55.1796,55.1796,55.1796,55.1796,0,18.5182,18.5182,18.5182,18.5182,18.5182,18.5182,0,1880.88,1880.88,1880.88,1880.88,1880.88,1880.88,0,0.00811488,0.00811488,0.00811488,0.00811488,0.00811488,0.00811488,0,969.796,969.796,969.796,969.796,969.796,969.796,0,1,1,1,1,1,1,0,2.04936e-08,2.04936e-08,2.04936e-08,2.04936e-08,2.04936e-08,2.04936e-08,0,-3.4824e-09,-3.4824e-09,-3.4824e-09,-3.4824e-09,-3.4824e-09,-3.4824e-09,0,1.25085e-07,1.25085e-07,1.25085e-07,1.25085e-07,1.25085e-07,1.25085e-07,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,37,27,0,1
1,-0.0633018,-0.0633018,-0.0633018,-0.0633018,-0.0633018,-0.0633018,0,-0.0144925,-0.0144925,-0.0144925,-0.0144925,-0.0144925,-0.0144925,0,0.229049,0.229049,0.229049,0.229049,0.229049,0.229049,0,-195.278,-195.278,-195.278,-195.278,-195.278,-195.278,0,30.7454,30.7454,30.7454,30.7454,30.7454,30.7454,0,1895.24,1895.24,1895.24,1895.24,1895.24,1895.24,0,0.0161678,0.0161678,0.0161678,0.0161678,0.0161678,0.0161678,0,927.855,927.855,927.855,927.855,927.855,927.855,0,1,1,1,1,1,1,0,0.00965194,0.00965194,0.00965194,0.00965194,0.00965194,0.00965194,0,-0.00424148,-0.00424148,-0.00424148,-0.00424148,-0.00424148,-0.00424148,0,0.0665427,0.0665427,0.0665427,0.0665427,0.0665427,0.0665427,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,38,28,0,1
1,0.074715,0.074715,0.074715,0.074715,0.074715,0.074715,0,0.0698959,0.0698959,0.0698959,0.0698959,0.0698959,0.0698959,0,0.271237,0.271237,0.271237,0.271237,0.271237,0.271237,0,-266.528,-266.528,-266.528,-266.528,-266.528,-266.528,0,6.31228,6.31228,6.31228,6.31228,6.31228,6.31228,0,1944.6,1944.6,1944.6,1944.6,1944.6,1944.6,0,0.010996,0.010996,0.010996,0.010996,0.010996,0.010996,0,995.897,995.897,995.897,995.897,995.897,995.897,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,39,29,0,1
1,-0.0822805,-0.0822805,-0.0822805,-0.0822805,-0.0822805,-0.0822805,0,0.0844569,0.0844569,0.0844569,0.0844569,0.0844569,0.0844569,0,-0.0106316,-0.0106316,-0.0106316,-0.0106316,-0.0106316,-0.0106316,0,66.2581,66.2581,66.2581,66.2581,66.2581,66.2581,0,23.2091,23.2091,23.2091,23.2091,23.2091,23.2091,0,1900.86,1900.86,1900.86,1900.86,1900.86,1900.86,0,0.00951067,0.00951067,0.00951067,0.00951067,0.00951067,0.00951067,0,973.253,973.253,973.253,973.253,973.253,973.253,0,1,1,1,1,1,1,0,-0.00764763,-0.00764763,-0.00764763,-0.00764763,-0.00764763,-0.00764763,0,0.0123274,0.0123274,0.0123274,0.0123274,0.0123274,0.0123274,0,0.019734,0.019734,0.019734,0.019734,0.019734,0.019734,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,40,30,0,1
1,0.112692,0.112692,0.112692,0.112692,0.112692,0.112692,0,0.0531379,0.0531379,0.0531379,0.0531379,0.0531379,0.0531379,0,0.488487,0.488487,0.488487,0.488487,0.488487,0.488487,0,-123.624,-123.624,-123.624,-123.624,-123.624,-123.624,0,19.0525,19.0525,19.0525,19.0525,19.0525,19.0525,0,1905.17,1905.17,1905.17,1905.17,1905.17,1905.17,0,0.0110379,0.0110379,0.0110379,0.0110379,0.0110379,0.0110379,0,992.508,992.508,992.508,992.508,992.508,992.508,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,41,31,0,1
1,-0.0645733,-0.0645733,-0.0645733,-0.0645733,-0.0645733,-0.0645733,0,-0.0545453,-0.0545453,-0.0545453,-0.0545453,-0.0545453,-0.0545453,0,0.212292,0.212292,0.212292,0.212292,0.212292,0.212292,0,0.855234,0.855234,0.855234,0.855234,0.855234,0.855234,0,20.1054,20.1054,20.1054,20.1054,20.1054,20.1054,0,1913.23,1913.23,1913.23,1913.23,1913.23,1913.23,0,0.010409,0.010409,0.010409,0.010409,0.010409,0.010409,0,979.517,979.517,979.517,979.517,979.517,979.517,0,1,1,1,1,1,1,0,-0.00897856,-0.00897856,-0.00897856,-0.00897856,-0.00897856,-0.00897856,0,0.00213225,0.00213225,0.00213225,0.00213225,0.00213225,0.00213225,0,0.0427991,0.0427991,0.0427991,0.0427991,0.0427991,0.0427991,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,42,32,0,1
1,-0.129694,-0.129694,-0.129694,-0.129694,-0.129694,-0.129694,0,-0.0495001,-0.0495001,-0.0495001,-0.0495001,-0.0495001,-0.0495001,0,0.0513572,0.0513572,0.0513572,0.0513572,0.0513572,0.0513572,0,-189.79,-189.79,-189.79,-189.79,-189.79,-189.79,0,11.9781,11.9781,11.9781,11.9781,11.9781,11.9781,0,1898.59,1898.59,1898.59,1898.59,1898.59,1898.59,0,0.0108149,0.0108149,0.0108149,0.0108149,0.0108149,0.0108149,0,949.031,949.031,949.031,949.031,949.031,949.031,0,1,1,1,1,1,1,0,-0.0136978,-0.0136978,-0.0136978,-0.0136978,-0.0136978,-0.0136978,0,-0.00491716,-0.00491716,-0.00491716,-0.00491716,-0.00491716,-0.00491716,0,0.04471,0.04471,0.04471,0.04471,0.04471,0.04471,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,43,33,0,1
1,0.0457227,0.0457227,0.0457227,0.0457227,0.0457227,0.0457227,0,0.14104,0.14104,0.14104,0.14104,0.14104,0.14104,0,0.34663,0.34663,0.34663,0.34663,0.34663,0.34663,0,-194.582,-194.582,-194.582,-194.582,-194.582,-194.582,0,8.17945,8.17945,8.17945,8.17945,8.17945,8.17945,0,1897.31,1897.31,1897.31,1897.31,1897.31,1897.31,0,0.00894097,0.00894097,0.00894097,0.00894097,0.00894097,0.00894097,0,986.892,986.892,986.892,986.892,986.892,986.892,0,1,1,1,1,1,1,0,-0.000867977,-0.000867977,-0.000867977,-0.000867977,-0.000867977,-0.000867977,0,0.00494996,0.00494996,0.00494996,0.00494996,0.00494996,0.00494996,0,0.0279864,0.0279864,0.0279864,0.0279864,0.0279864,0.0279864,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,44,34,0,1
1,-0.0840318,-0.0840318,-0.0840318,-0.0840318,-0.0840318,-0.0840318,0,-0.108543,-0.108543,-0.108543,-0.108543,-0.108543,-0.108543,0,0.169257,0.169257,0.169257,0.169257,0.169257,0.169257,0,-16.308,-16.308,-16.308,-16.308,-16.308,-16.308,0,15.9237,15.9237,15.9237,15.9237,15.9237,15.9237,0,1885.7,1885.7,1885.7,1885.7,1885.7,1885.7,0,0.00700393,0.00700393,0.00700393,0.00700393,0.00700393,0.00700393,0,965.024,965.024,965.024,965.024,965.024,965.024,0,1,1,1,1,1,1,0,-0.0030221,-0.0030221,-0.0030221,-0.0030221,-0.0030221,-0.0030221,0,-0.00222465,-0.00222465,-0.00222465,-0.00222465,-0.00222465,-0.00222465,0,0.0214348,0.0214348,0.0214348,0.0214348,0.0214348,0.0214348,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,45,35,0,1
1,-0.0657173,-0.0657173,-0.0657173,-0.0657173,-0.0657173,-0.0657173,0,0.102745,0.102745,0.102745,0.102745,0.102745,0.102745,0,-0.16735,-0.16735,-0.16735,-0.16735,-0.16735,-0.16735,0,-27.0508,-27.0508,-27.0508,-27.0508,-27.0508,-27.0508,0,13.4253,13.4253,13.4253,13.4253,13.4253,13.4253,0,1895.61,1895.61,1895.61,1895.61,1895.61,1895.61,0,0.00695781,0.00695781,0.00695781,0.00695781,0.00695781,0.00695781,0,996.248,996.248,996.248,996.248,996.248,996.248,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,46,36,0,1
1,0.0620382,0.0620382,0.0620382,0.0620382,0.0620382,0.0620382,0,0.125358,0.125358,0.125358,0.125358,0.125358,0.125358,0,0.0872158,0.0872158,0.0872158,0.0872158,0.0872158,0.0872158,0,-139.558,-139.558,-139.558,-139.558,-139.558,-139.558,0,16.4162,16.4162,16.4162,16.4162,16.4162,16.4162,0,1917.51,1917.51,1917.51,1917.51,1917.51,1917.51,0,0.00993577,0.00993577,0.00993577,0.00993577,0.00993577,0.00993577,0,938.712,938.712,938.712,938.712,938.712,938.712,0,1,1,1,1,1,1,0,0.0160746,0.0160746,0.0160746,0.0160746,0.0160746,0.0160746,0,0.0169997,0.0169997,0.0169997,0.0169997,0.0169997,0.0169997,0,0.0956923,0.0956923,0.0956923,0.0956923,0.0956923,0.0956923,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,47,37,0,1
1,0.188062,0.188062,0.188062,0.188062,0.188062,0.188062,0,-0.000603437,-0.000603437,-0.000603437,-0.000603437,-0.000603437,-0.000603437,0,0.0561991,0.0561991,0.0561991,0.0561991,0.0561991,0.0561991,0,-127.762,-127.762,-127.762,-127.762,-127.762,-127.762,0,6.61114,6.61114,6.61114,6.61114,6.61114,6.61114,0,1909.28,1909.28,1909.28,1909.28,1909.28,1909.28,0,0.00737618,0.00737618,0.00737618,0.00737618,0.00737618,0.00737618,0,977.496,977.496,977.496,977.496,977.496,977.496,0,1,1,1,1,1,1,0,0.0182883,0.0182883,0.0182883,0.0182883,0.0182883,0.0182883,0,-0.00341902,-0.00341902,-0.00341902,-0.00341902,-0.00341902,-0.00341902,0,0.0446035,0.0446035,0.0446035,0.0446035,0.0446035,0.0446035,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,48,38,0,1
1,-0.0970938,-0.0970938,-0.0970938,-0.0970938,-0.0970938,-0.0970938,0,0.131714,0.131714,0.131714,0.131714,0.131714,0.131714,0,0.0419942,0.0419942,0.0419942,0.0419942,0.0419942,0.0419942,0,-79.4133,-79.4133,-79.4133,-79.4133,-79.4133,-79.4133,0,9.22241,9.22241,9.22241,9.22241,9.22241,9.22241,0,1894.4,1894.4,1894.4,1894.4,1894.4,1894.4,0,0.00739363,0.00739363,0.00739363,0.00739363,0.00739363,0.00739363,0,998.223,998.223,998.223,998.223,998.223,998.223,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,49,39,0,1
1,0.14494,0.14494,0.14494,0.14494,0.14494,0.14494,0,0.0100989,0.0100989,0.0100989,0.0100989,0.0100989,0.0100989,0,-0.124563,-0.124563,-0.124563,-0.124563,-0.124563,-0.124563,0,156.426,156.426,156.426,156.426,156.426,156.426,0,26.608,26.608,26.608,26.608,26.608,26.608,0,1883.66,1883.66,1883.66,1883.66,1883.66,1883.66,0,0.0108028,0.0108028,0.0108028,0.0108028,0.0108028,0.0108028,0,986.189,986.189,986.189,986.189,986.189,986.189,0,1,1,1,1,1,1,0,0.00727845,0.00727845,0.00727845,0.00727845,0.00727845,0.00727845,0,-0.00136407,-0.00136407,-0.00136407,-0.00136407,-0.00136407,-0.00136407,0,0.00824781,0.00824781,0.00824781,0.00824781,0.00824781,0.00824781,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,50,40,0,1
1,0.0340963,0.0340963,0.0340963,0.0340963,0.0340963,0.0340963,0,0.0798827,0.0798827,0.0798827,0.0798827,0.0798827,0.0798827,0,-0.0636445,-0.0636445,-0.0636445,-0.0636445,-0.0636445,-0.0636445,0,-147.127,-147.127,-147.127,-147.127,-147.127,-147.127,0,6.34626,6.34626,6.34626,6.34626,6.34626,6.34626,0,1931.55,1931.55,1931.55,1931.55,1931.55,1931.55,0,0.00854527,0.00854527,0.00854527,0.00854527,0.00854527,0.00854527,0,952.969,952.969,952.969,952.969,952.969,952.969,0,1,1,1,1,1,1,0,0.00602186,0.00602186,0.00602186,0.00602186,0.00602186,0.00602186,0,0.0267626,0.0267626,0.0267626,0.0267626,0.0267626,0.0267626,0,0.0724751,0.0724751,0.0724751,0.0724751,0.0724751,0.0724751,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,51,41,0,1
1,-0.127721,-0.127721,-0.127721,-0.127721,-0.127721,-0.127721,0,-0.055105,-0.055105,-0.055105,-0.055105,-0.055105,-0.055105,0,0.165652,0.165652,0.165652,0.165652,0.165652,0.165652,0,65.6109,65.6109,65.6109,65.6109,65.6109,65.6109,0,19.2202,19.2202,19.2202,19.2202,19.2202,19.2202,0,1885.05,1885.05,1885.05,1885.05,1885.05,1885.05,0,0.0070879,0.0070879,0.0070879,0.0070879,0.0070879,0.0070879,0,969.052,969.052,969.052,969.052,969.052,969.052,0,1,1,1,1,1,1,0,-0.0173074,-0.0173074,-0.0173074,-0.0173074,-0.0173074,-0.0173074,0,-0.0022891,-0.0022891,-0.0022891,-0.0022891,-0.0022891,-0.0022891,0,0.0583116,0.0583116,0.0583116,0.0583116,0.0583116,0.0583116,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,52,42,0,1
1,-0.153522,-0.153522,-0.153522,-0.153522,-0.153522,-0.153522,0,0.0447582,0.0447582,0.0447582,0.0447582,0.0447582,0.0447582,0,0.306153,0.306153,0.306153,0.306153,0.306153,0.306153,0,221.871,221.871,221.871,221.871,221.871,221.871,0,25.283,25.283,25.283,25.283,25.283,25.283,0,1886.76,1886.76,1886.76,1886.76,1886.76,1886.76,0,0.00744702,0.00744702,0.00744702,0.00744702,0.00744702,0.00744702,0,962.481,962.481,962.481,962.481,962.481,962.481,0,1,1,1,1,1,1,0,-0.0130132,-0.0130132,-0.0130132,-0.0130132,-0.0130132,-0.0130132,0,-0.032599,-0.032599,-0.032599,-0.032599,-0.032599,-0.032599,0,0.136202,0.136202,0.136202,0.136202,0.136202,0.136202,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,53,43,0,1
1,-0.0272726,-0.0272726,-0.0272726,-0.0272726,-0.0272726,-0.0272726,0,-0.162407,-0.162407,-0.162407,-0.162407,-0.162407,-0.162407,0,0.0652673,0.0652673,0.0652673,0.0652673,0.0652673,0.0652673,0,-10.5612,-10.5612,-10.5612,-10.5612,-10.5612,-10.5612,0,18.478,18.478,18.478,18.478,18.478,18.478,0,1880.48,1880.48,1880.48,1880.48,1880.48,1880.48,0,0.0101423,0.0101423,0.0101423,0.0101423,0.0101423,0.0101423,0,998.23,998.23,998.23,998.23,998.23,998.23,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.075,0.075,0.075,0.075,0.075,0.075,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1,54,44,0,1
