ke_stddev,u_average,u_stddev,v_average,v_stddev,w_average,w_stddev,isoQ_average,isoQ_stddev,vortmag_average,vortmag_stddev,pressure_average,pressure_stddev,viscosity_average,viscosity_stddev,density_average,density_stddev,volfrac_average,volfrac_stddev,dpm_u_average,dpm_u_stddev,dpm_v_average,dpm_v_stddev,dpm_w_average,dpm_w_stddev,vtkGhostType_average,vtkGhostType_stddev,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
0.00893924,-0.012274,0.0592989,-0.00196005,0.0625786,0.0482037,0.102182,-21.0546,100.147,11.8777,5.97114,1923.54,7.86798,0.0113724,0.00364803,981.251,19.4026,1,0,-0.00222109,0.00824641,0.00120967,0.0109549,0.0279735,0.0437201,0,0,1,0.03375,0.03375,0.075,0.25,225,0
0.00892339,-0.0123063,0.0592725,-0.00201058,0.0625459,0.0488162,0.102061,-21.4252,100.506,11.8883,5.97205,1923.53,7.86365,0.0113877,0.00366873,981.216,19.469,1,0,-0.00223967,0.00847284,0.00119782,0.0110592,0.0281472,0.0439735,0,0,1,0.0339,0.0339,0.075,0.25,226,0
0.00890753,-0.0123386,0.0592461,-0.00206112,0.0625132,0.0494286,0.10194,-21.7959,100.865,11.8989,5.97297,1923.52,7.85931,0.0114031,0.00368944,981.181,19.5354,1,0,-0.00225825,0.00869928,0.00118596,0.0111635,0.0283208,0.0442269,0,0,1,0.03405,0.03405,0.075,0.25,227,0
0.00889167,-0.012371,0.0592197,-0.00211166,0.0624806,0.050041,0.101819,-22.1665,101.224,11.9095,5.97388,1923.52,7.85498,0.0114184,0.00371014,981.146,19.6017,1,0,-0.00227683,0.00892572,0.0011741,0.0112679,0.0284944,0.0444804,0,0,1,0.0342,0.0342,0.075,0.25,228,0
0.00887582,-0.0124033,0.0591933,-0.00216219,0.0624479,0.0506534,0.101698,-22.5371,101.583,11.9202,5.9748,1923.51,7.85064,0.0114337,0.00373085,981.11,19.6681,1,0,-0.00229542,0.00915216,0.00116224,0.0113722,0.028668,0.0447337,0,0,1,0.03435,0.03435,0.075,0.25,229,0
0.00885996,-0.0124356,0.0591669,-0.00221272,0.0624152,0.0512659,0.101576,-22.9077,101.942,11.9308,5.97571,1923.5,7.84631,0.011449,0.00375155,981.075,19.7345,1,0,-0.002314,0.00937859,0.00115038,0.0114765,0.0288416,0.0449871,0,0,1,0.0345,0.0345,0.075,0.25,230,0
0.0088441,-0.0124679,0.0591405,-0.00226326,0.0623826,0.0518783,0.101455,-23.2783,102.301,11.9414,5.97663,1923.5,7.84198,0.0114644,0.00377225,981.04,19.8009,1,0,-0.00233258,0.00960503,0.00113852,0.0115809,0.0290153,0.0452406,0,0,1,0.03465,0.03465,0.075,0.25,231,0
0.00882825,-0.0125002,0.0591141,-0.00231379,0.0623499,0.0524907,0.101334,-23.6489,102.66,11.952,5.97754,1923.49,7.83764,0.0114797,0.00379296,981.005,19.8673,1,0,-0.00235116,0.00983147,0.00112666,0.0116852,0.0291889,0.045494,0,0,1,0.0348,0.0348,0.075,0.25,232,0
0.00881239,-0.0125325,0.0590877,-0.00236433,0.0623172,0.0531031,0.101213,-24.0195,103.018,11.9627,5.97846,1923.48,7.83331,0.011495,0.00381366,980.97,19.9337,1,0,-0.00236974,0.0100579,0.0011148,0.0117895,0.0293625,0.0457474,0,0,1,0.03495,0.03495,0.075,0.25,233,0
0.00879653,-0.0125649,0.0590613,-0.00241486,0.0622846,0.0537156,0.101092,-24.3902,103.377,11.9733,5.97937,1923.47,7.82897,0.0115103,0.00383436,980.935,20,1,0,-0.00238833,0.0102843,0.00110294,0.0118938,0.0295361,0.0460008,0,0,1,0.0351,0.0351,0.075,0.25,234,0
0.00878068,-0.0125972,0.0590349,-0.0024654,0.0622519,0.054328,0.10097,-24.7608,103.736,11.9839,5.98029,1923.47,7.82464,0.0115257,0.00385507,980.9,20.0664,1,0,-0.00240691,0.0105108,0.00109108,0.0119982,0.0297097,0.0462542,0,0,1,0.03525,0.03525,0.075,0.25,235,0
0.00876482,-0.0126295,0.0590085,-0.00251593,0.0622192,0.0549404,0.100849,-25.1314,104.095,11.9945,5.9812,1923.46,7.82031,0.011541,0.00387577,980.865,20.1328,1,0,-0.00242549,0.0107372,0.00107923,0.0121025,0.0298834,0.0465076,0,0,1,0.0354,0.0354,0.075,0.25,236,0
0.00874896,-0.0126618,0.0589821,-0.00256647,0.0621866,0.0555529,0.100728,-25.502,104.454,12.0052,5.98212,1923.45,7.81597,0.0115563,0.00389647,980.829,20.1992,1,0,-0.00244407,0.0109637,0.00106737,0.0122068,0.030057,0.046761,0,0,1,0.03555,0.03555,0.075,0.25,237,0
0.00873311,-0.0126941,0.0589558,-0.002617,0.0621539,0.0561653,0.100607,-25.8726,104.813,12.0158,5.98303,1923.45,7.81164,0.0115716,0.00391718,980.794,20.2656,1,0,-0.00246265,0.0111901,0.00105551,0.0123112,0.0302306,0.0470144,0,0,1,0.0357,0.0357,0.075,0.25,238,0
0.00871725,-0.0127264,0.0589294,-0.00266754,0.0621212,0.0567777,0.100486,-26.2432,105.172,12.0264,5.98395,1923.44,7.80731,0.011587,0.00393788,980.759,20.332,1,0,-0.00248124,0.0114165,0.00104365,0.0124155,0.0304042,0.0472678,0,0,1,0.03585,0.03585,0.075,0.25,239,0
0.00870139,-0.0127588,0.058903,-0.00271807,0.0620885,0.0573901,0.100364,-26.6138,105.531,12.037,5.98486,1923.43,7.80297,0.0116023,0.00395859,980.724,20.3983,1,0,-0.00249982,0.011643,0.00103179,0.0125198,0.0305778,0.0475212,0,0,1,0.036,0.036,0.075,0.25,240,0
0.00868554,-0.0127911,0.0588766,-0.00276861,0.0620559,0.0580026,0.100243,-26.9845,105.89,12.0477,5.98578,1923.42,7.79864,0.0116176,0.00397929,980.689,20.4647,1,0,-0.0025184,0.0118694,0.00101993,0.0126242,0.0307515,0.0477746,0,0,1,0.03615,0.03615,0.075,0.25,241,0
0.00866968,-0.0128234,0.0588502,-0.00281914,0.0620232,0.058615,0.100122,-27.3551,106.249,12.0583,5.98669,1923.42,7.7943,0.0116329,0.00399999,980.654,20.5311,1,0,-0.00253698,0.0120958,0.00100807,0.0127285,0.0309251,0.048028,0,0,1,0.0363,0.0363,0.075,0.25,242,0
0.00865383,-0.0128557,0.0588238,-0.00286968,0.0619905,0.0592274,0.100001,-27.7257,106.608,12.0689,5.98761,1923.41,7.78997,0.0116483,0.0040207,980.619,20.5975,1,0,-0.00255556,0.0123223,0.000996213,0.0128328,0.0310987,0.0482814,0,0,1,0.03645,0.03645,0.075,0.25,243,0
0.00863797,-0.012888,0.0587974,-0.00292021,0.0619579,0.0598399,0.0998796,-28.0963,106.967,12.0795,5.98852,1923.4,7.78564,0.0116636,0.0040414,980.584,20.6639,1,0,-0.00257415,0.0125487,0.000984353,0.0129372,0.0312723,0.0485348,0,0,1,0.0366,0.0366,0.075,0.25,244,0
0.00862211,-0.0129203,0.058771,-0.00297075,0.0619252,0.0604523,0.0997584,-28.4669,107.326,12.0902,5.98944,1923.4,7.7813,0.0116789,0.0040621,980.548,20.7303,1,0,-0.00259273,0.0127752,0.000972494,0.0130415,0.0314459,0.0487882,0,0,1,0.03675,0.03675,0.075,0.25,245,0
0.00860626,-0.0129527,0.0587446,-0.00302128,0.0618925,0.0610647,0.0996372,-28.8375,107.685,12.1008,5.99035,1923.39,7.77697,0.0116942,0.00408281,980.513,20.7966,1,0,-0.00261131,0.0130016,0.000960635,0.0131458,0.0316196,0.0490416,0,0,1,0.0369,0.0369,0.075,0.25,246,0
0.0085904,-0.012985,0.0587182,-0.00307182,0.0618599,0.0616771,0.099516,-29.2081,108.043,12.1114,5.99127,1923.38,7.77263,0.0117096,0.00410351,980.478,20.863,1,0,-0.00262989,0.013228,0.000948776,0.0132502,0.0317932,0.049295,0,0,1,0.03705,0.03705,0.075,0.25,247,0
0.00857454,-0.0130173,0.0586918,-0.00312235,0.0618272,0.0622896,0.0993947,-29.5788,108.402,12.122,5.99218,1923.37,7.7683,0.0117249,0.00412421,980.443,20.9294,1,0,-0.00264847,0.0134545,0.000936917,0.0133545,0.0319668,0.0495484,0,0,1,0.0372,0.0372,0.075,0.25,248,0
0.00855869,-0.0130496,0.0586654,-0.00317289,0.0617945,0.062902,0.0992735,-29.9494,108.761,12.1327,5.9931,1923.37,7.76397,0.0117402,0.00414492,980.408,20.9958,1,0,-0.00266706,0.0136809,0.000925058,0.0134588,0.0321404,0.0498018,0,0,1,0.03735,0.03735,0.075,0.25,249,0
0.00854283,-0.0130819,0.058639,-0.00322342,0.0617619,0.0635144,0.0991523,-30.32,109.12,12.1433,5.99401,1923.36,7.75963,0.0117556,0.00416562,980.373,21.0622,1,0,-0.00268564,0.0139073,0.000913199,0.0135632,0.032314,0.0500552,0,0,1,0.0375,0.0375,0.075,0.25,250,0
0.00852728,-0.013079,0.0585887,-0.0032764,0.0617617,0.064109,0.0990224,-30.6128,109.14,12.1434,5.98961,1923.36,7.75204,0.0117618,0.00418029,980.377,21.0993,1,0,-0.00269075,0.0139438,0.000851739,0.013632,0.0322872,0.0501077,0,0,1,0.03765,0.03765,0.075,0.25,251,0
0.00851174,-0.0130761,0.0585384,-0.00332937,0.0617614,0.0647036,0.0988925,-30.9056,109.16,12.1435,5.9852,1923.36,7.74446,0.011768,0.00419496,980.381,21.1365,1,0,-0.00269585,0.0139802,0.00079028,0.0137008,0.0322604,0.0501603,0,0,1,0.0378,0.0378,0.075,0.25,252,0
0.00849619,-0.0130732,0.0584881,-0.00338235,0.0617612,0.0652982,0.0987625,-31.1983,109.18,12.1436,5.9808,1923.36,7.73687,0.0117742,0.00420963,980.385,21.1736,1,0,-0.00270096,0.0140166,0.000728819,0.0137696,0.0322336,0.0502129,0,0,1,0.03795,0.03795,0.075,0.25,253,0
0.00848065,-0.0130703,0.0584378,-0.00343533,0.061761,0.0658927,0.0986326,-31.4911,109.199,12.1437,5.97639,1923.36,7.72928,0.0117804,0.00422431,980.389,21.2108,1,0,-0.00270607,0.014053,0.00066736,0.0138384,0.0322067,0.0502655,0,0,1,0.0381,0.0381,0.075,0.25,254,0
0.00846511,-0.0130674,0.0583875,-0.0034883,0.0617608,0.0664873,0.0985026,-31.7839,109.219,12.1438,5.97199,1923.36,7.72169,0.0117866,0.00423898,980.393,21.2479,1,0,-0.00271117,0.0140895,0.0006059,0.0139073,0.0321799,0.050318,0,0,1,0.03825,0.03825,0.075,0.25,255,0
0.00844956,-0.0130645,0.0583372,-0.00354128,0.0617606,0.0670819,0.0983727,-32.0767,109.239,12.1438,5.96758,1923.36,7.7141,0.0117928,0.00425365,980.397,21.2851,1,0,-0.00271628,0.0141259,0.000544439,0.0139761,0.0321531,0.0503706,0,0,1,0.0384,0.0384,0.075,0.25,256,0
0.00843402,-0.0130616,0.0582869,-0.00359426,0.0617604,0.0676765,0.0982427,-32.3695,109.259,12.1439,5.96318,1923.36,7.70652,0.011799,0.00426832,980.401,21.3222,1,0,-0.00272139,0.0141623,0.00048298,0.0140449,0.0321262,0.0504232,0,0,1,0.03855,0.03855,0.075,0.25,257,0
0.00841847,-0.0130587,0.0582367,-0.00364723,0.0617601,0.0682711,0.0981128,-32.6623,109.279,12.144,5.95877,1923.36,7.69893,0.0118052,0.00428299,980.406,21.3594,1,0,-0.00272649,0.0141987,0.000421521,0.0141137,0.0320994,0.0504758,0,0,1,0.0387,0.0387,0.075,0.25,258,0
0.00840293,-0.0130558,0.0581864,-0.00370021,0.0617599,0.0688656,0.0979829,-32.9551,109.298,12.1441,5.95437,1923.35,7.69134,0.0118114,0.00429766,980.41,21.3965,1,0,-0.0027316,0.0142351,0.000360061,0.0141826,0.0320726,0.0505283,0,0,1,0.03885,0.03885,0.075,0.25,259,0
0.00838738,-0.0130529,0.0581361,-0.00375319,0.0617597,0.0694602,0.0978529,-33.2479,109.318,12.1442,5.94996,1923.35,7.68375,0.0118177,0.00431233,980.414,21.4337,1,0,-0.00273671,0.0142716,0.0002986,0.0142514,0.0320458,0.0505809,0,0,1,0.039,0.039,0.075,0.25,260,0
0.00837184,-0.01305,0.0580858,-0.00380616,0.0617595,0.0700548,0.097723,-33.5406,109.338,12.1443,5.94556,1923.35,7.67617,0.0118239,0.004327,980.418,21.4708,1,0,-0.00274181,0.014308,0.000237141,0.0143202,0.0320189,0.0506335,0,0,1,0.03915,0.03915,0.075,0.25,261,0
0.00835629,-0.0130471,0.0580355,-0.00385914,0.0617593,0.0706494,0.097593,-33.8334,109.358,12.1444,5.94115,1923.35,7.66858,0.0118301,0.00434167,980.422,21.508,1,0,-0.00274692,0.0143444,0.000175682,0.014389,0.0319921,0.050686,0,0,1,0.0393,0.0393,0.075,0.25,262,0
0.00834075,-0.0130442,0.0579852,-0.00391211,0.0617591,0.071244,0.0974631,-34.1262,109.378,12.1445,5.93675,1923.35,7.66099,0.0118363,0.00435635,980.426,21.5451,1,0,-0.00275203,0.0143808,0.000114221,0.0144578,0.0319653,0.0507386,0,0,1,0.03945,0.03945,0.075,0.25,263,0
0.0083252,-0.0130413,0.0579349,-0.00396509,0.0617588,0.0718385,0.0973332,-34.419,109.398,12.1446,5.93234,1923.35,7.6534,0.0118425,0.00437102,980.43,21.5823,1,0,-0.00275713,0.0144173,5.27614e-05,0.0145267,0.0319385,0.0507912,0,0,1,0.0396,0.0396,0.075,0.25,264,0
0.00830966,-0.0130384,0.0578846,-0.00401807,0.0617586,0.0724331,0.0972032,-34.7118,109.417,12.1447,5.92794,1923.35,7.64582,0.0118487,0.00438569,980.434,21.6194,1,0,-0.00276224,0.0144537,-8.69792e-06,0.0145955,0.0319116,0.0508438,0,0,1,0.03975,0.03975,0.075,0.25,265,0
0.00829411,-0.0130355,0.0578343,-0.00407104,0.0617584,0.0730277,0.0970733,-35.0046,109.437,12.1448,5.92353,1923.35,7.63823,0.0118549,0.00440036,980.438,21.6566,1,0,-0.00276735,0.0144901,-7.01588e-05,0.0146643,0.0318848,0.0508963,0,0,1,0.0399,0.0399,0.075,0.25,266,0
0.00827857,-0.0130326,0.057784,-0.00412402,0.0617582,0.0736223,0.0969433,-35.2974,109.457,12.1448,5.91913,1923.35,7.63064,0.0118611,0.00441503,980.442,21.6937,1,0,-0.00277245,0.0145265,-0.000131618,0.0147331,0.031858,0.0509489,0,0,1,0.04005,0.04005,0.075,0.25,267,0
0.00826302,-0.0130297,0.0577337,-0.004177,0.061758,0.0742169,0.0968134,-35.5901,109.477,12.1449,5.91472,1923.35,7.62305,0.0118673,0.0044297,980.446,21.7309,1,0,-0.00277756,0.0145629,-0.000193078,0.014802,0.0318311,0.0510015,0,0,1,0.0402,0.0402,0.075,0.25,268,0
0.00824748,-0.0130268,0.0576834,-0.00422997,0.0617578,0.0748115,0.0966835,-35.8829,109.497,12.145,5.91032,1923.35,7.61546,0.0118735,0.00444437,980.45,21.768,1,0,-0.00278267,0.0145994,-0.000254538,0.0148708,0.0318043,0.051054,0,0,1,0.04035,0.04035,0.075,0.25,269,0
0.00823193,-0.0130239,0.0576331,-0.00428295,0.0617575,0.075406,0.0965535,-36.1757,109.516,12.1451,5.90591,1923.35,7.60788,0.0118798,0.00445904,980.455,21.8052,1,0,-0.00278777,0.0146358,-0.000315998,0.0149396,0.0317775,0.0511066,0,0,1,0.0405,0.0405,0.075,0.25,270,0
0.00821639,-0.013021,0.0575829,-0.00433592,0.0617573,0.0760006,0.0964236,-36.4685,109.536,12.1452,5.9015,1923.35,7.60029,0.011886,0.00447371,980.459,21.8423,1,0,-0.00279288,0.0146722,-0.000377457,0.0150084,0.0317507,0.0511592,0,0,1,0.04065,0.04065,0.075,0.25,271,0
0.00820084,-0.0130181,0.0575326,-0.0043889,0.0617571,0.0765952,0.0962936,-36.7613,109.556,12.1453,5.8971,1923.35,7.5927,0.0118922,0.00448839,980.463,21.8795,1,0,-0.00279799,0.0147086,-0.000438918,0.0150773,0.0317238,0.0512118,0,0,1,0.0408,0.0408,0.075,0.25,272,0
0.0081853,-0.0130152,0.0574823,-0.00444188,0.0617569,0.0771898,0.0961637,-37.0541,109.576,12.1454,5.89269,1923.35,7.58511,0.0118984,0.00450306,980.467,21.9167,1,0,-0.00280309,0.0147451,-0.000500377,0.0151461,0.031697,0.0512643,0,0,1,0.04095,0.04095,0.075,0.25,273,0
0.00816975,-0.0130123,0.057432,-0.00449485,0.0617567,0.0777844,0.0960338,-37.3469,109.596,12.1455,5.88829,1923.35,7.57753,0.0119046,0.00451773,980.471,21.9538,1,0,-0.0028082,0.0147815,-0.000561837,0.0152149,0.0316702,0.0513169,0,0,1,0.0411,0.0411,0.075,0.25,274,0
0.00815421,-0.0130094,0.0573817,-0.00454783,0.0617565,0.0783789,0.0959038,-37.6397,109.615,12.1456,5.88388,1923.35,7.56994,0.0119108,0.0045324,980.475,21.991,1,0,-0.00281331,0.0148179,-0.000623298,0.0152837,0.0316434,0.0513695,0,0,1,0.04125,0.04125,0.075,0.25,275,0
0.00813866,-0.0130065,0.0573314,-0.00460081,0.0617562,0.0789735,0.0957739,-37.9324,109.635,12.1457,5.87948,1923.35,7.56235,0.011917,0.00454707,980.479,22.0281,1,0,-0.00281841,0.0148543,-0.000684757,0.0153525,0.0316165,0.0514221,0,0,1,0.0414,0.0414,0.075,0.25,276,0
0.00812312,-0.0130036,0.0572811,-0.00465378,0.061756,0.0795681,0.0956439,-38.2252,109.655,12.1458,5.87507,1923.34,7.55476,0.0119232,0.00456174,980.483,22.0653,1,0,-0.00282352,0.0148908,-0.000746216,0.0154214,0.0315897,0.0514746,0,0,1,0.04155,0.04155,0.075,0.25,277,0
0.00810757,-0.0130007,0.0572308,-0.00470676,0.0617558,0.0801627,0.095514,-38.518,109.675,12.1459,5.87067,1923.34,7.54718,0.0119294,0.00457641,980.487,22.1024,1,0,-0.00282863,0.0149272,-0.000807677,0.0154902,0.0315629,0.0515272,0,0,1,0.0417,0.0417,0.075,0.25,278,0
0.00809203,-0.0129978,0.0571805,-0.00475974,0.0617556,0.0807573,0.095384,-38.8108,109.695,12.1459,5.86626,1923.34,7.53959,0.0119357,0.00459108,980.491,22.1396,1,0,-0.00283373,0.0149636,-0.000869137,0.015559,0.0315361,0.0515798,0,0,1,0.04185,0.04185,0.075,0.25,279,0
0.00807648,-0.0129949,0.0571302,-0.00481271,0.0617554,0.0813518,0.0952541,-39.1036,109.714,12.146,5.86186,1923.34,7.532,0.0119419,0.00460575,980.495,22.1767,1,0,-0.00283884,0.015,-0.000930596,0.0156278,0.0315092,0.0516323,0,0,1,0.042,0.042,0.075,0.25,280,0
0.00806094,-0.012992,0.0570799,-0.00486569,0.0617552,0.0819464,0.0951242,-39.3964,109.734,12.1461,5.85745,1923.34,7.52441,0.0119481,0.00462043,980.5,22.2139,1,0,-0.00284395,0.0150364,-0.000992055,0.0156967,0.0314824,0.0516849,0,0,1,0.04215,0.04215,0.075,0.25,281,0
0.00804923,-0.0129733,0.0570459,-0.00486484,0.0617356,0.082544,0.0950337,-39.4834,109.601,12.1446,5.84513,1923.34,7.51606,0.0119475,0.00461928,980.494,22.2041,1,0,-0.00285208,0.0149738,-0.00103264,0.0156825,0.0314591,0.0517292,0,0,1,0.0423,0.0423,0.075,0.25,282,0
0.0080388,-0.0129493,0.0570174,-0.00484604,0.0617097,0.0831426,0.0949564,-39.5019,109.417,12.1425,5.83016,1923.35,7.50746,0.0119447,0.00461287,980.485,22.1786,1,0,-0.00286121,0.0148782,-0.00106627,0.0156408,0.0314369,0.0517708,0,0,1,0.04245,0.04245,0.075,0.25,283,0
0.00802837,-0.0129253,0.0569888,-0.00482725,0.0616837,0.0837412,0.0948792,-39.5204,109.232,12.1404,5.81519,1923.35,7.49885,0.0119418,0.00460645,980.476,22.1532,1,0,-0.00287035,0.0147826,-0.0010999,0.015599,0.0314147,0.0518123,0,0,1,0.0426,0.0426,0.075,0.25,284,0
0.00801794,-0.0129012,0.0569603,-0.00480846,0.0616577,0.0843399,0.0948019,-39.5389,109.048,12.1383,5.80022,1923.35,7.49024,0.011939,0.00460004,980.467,22.1277,1,0,-0.00287949,0.014687,-0.00113353,0.0155573,0.0313926,0.0518538,0,0,1,0.04275,0.04275,0.075,0.25,285,0
0.00800751,-0.0128772,0.0569317,-0.00478967,0.0616318,0.0849385,0.0947246,-39.5573,108.864,12.1362,5.78526,1923.35,7.48164,0.0119361,0.00459362,980.457,22.1023,1,0,-0.00288863,0.0145914,-0.00116716,0.0155155,0.0313704,0.0518954,0,0,1,0.0429,0.0429,0.075,0.25,286,0
0.00799708,-0.0128532,0.0569032,-0.00477087,0.0616058,0.0855371,0.0946473,-39.5758,108.679,12.1341,5.77029,1923.35,7.47303,0.0119333,0.0045872,980.448,22.0768,1,0,-0.00289777,0.0144957,-0.00120078,0.0154737,0.0313483,0.0519369,0,0,1,0.04305,0.04305,0.075,0.25,287,0
0.00798665,-0.0128292,0.0568746,-0.00475208,0.0615798,0.0861357,0.09457,-39.5943,108.495,12.132,5.75532,1923.35,7.46443,0.0119305,0.00458079,980.439,22.0514,1,0,-0.0029069,0.0144001,-0.00123441,0.015432,0.0313261,0.0519785,0,0,1,0.0432,0.0432,0.075,0.25,288,0
0.00797622,-0.0128052,0.056846,-0.00473329,0.0615539,0.0867343,0.0944928,-39.6128,108.311,12.1299,5.74036,1923.35,7.45582,0.0119276,0.00457437,980.43,22.0259,1,0,-0.00291604,0.0143045,-0.00126804,0.0153902,0.0313039,0.05202,0,0,1,0.04335,0.04335,0.075,0.25,289,0
0.00796579,-0.0127811,0.0568175,-0.0047145,0.0615279,0.0873329,0.0944155,-39.6312,108.126,12.1278,5.72539,1923.36,7.44722,0.0119248,0.00456796,980.421,22.0005,1,0,-0.00292518,0.0142089,-0.00130167,0.0153485,0.0312818,0.0520616,0,0,1,0.0435,0.0435,0.075,0.25,290,0
0.00795536,-0.0127571,0.0567889,-0.0046957,0.0615019,0.0879315,0.0943382,-39.6497,107.942,12.1257,5.71042,1923.36,7.43861,0.0119219,0.00456154,980.412,21.9751,1,0,-0.00293432,0.0141133,-0.0013353,0.0153067,0.0312596,0.0521031,0,0,1,0.04365,0.04365,0.075,0.25,291,0
0.00794493,-0.0127331,0.0567604,-0.00467691,0.061476,0.0885301,0.0942609,-39.6682,107.757,12.1236,5.69545,1923.36,7.43,0.0119191,0.00455513,980.403,21.9496,1,0,-0.00294346,0.0140176,-0.00136893,0.0152649,0.0312375,0.0521447,0,0,1,0.0438,0.0438,0.075,0.25,292,0
0.00793449,-0.0127091,0.0567318,-0.00465812,0.06145,0.0891287,0.0941836,-39.6867,107.573,12.1215,5.68049,1923.36,7.4214,0.0119163,0.00454871,980.394,21.9242,1,0,-0.00295259,0.013922,-0.00140255,0.0152232,0.0312153,0.0521862,0,0,1,0.04395,0.04395,0.075,0.25,293,0
0.00792406,-0.0126851,0.0567032,-0.00463933,0.061424,0.0897273,0.0941064,-39.7051,107.389,12.1194,5.66552,1923.36,7.41279,0.0119134,0.0045423,980.385,21.8987,1,0,-0.00296173,0.0138264,-0.00143618,0.0151814,0.0311931,0.0522277,0,0,1,0.0441,0.0441,0.075,0.25,294,0
0.00791363,-0.012661,0.0566747,-0.00462053,0.0613981,0.0903259,0.0940291,-39.7236,107.204,12.1173,5.65055,1923.36,7.40419,0.0119106,0.00453588,980.376,21.8733,1,0,-0.00297087,0.0137308,-0.00146981,0.0151397,0.031171,0.0522693,0,0,1,0.04425,0.04425,0.075,0.25,295,0
0.0079032,-0.012637,0.0566461,-0.00460174,0.0613721,0.0909245,0.0939518,-39.7421,107.02,12.1152,5.63558,1923.36,7.39558,0.0119077,0.00452947,980.366,21.8478,1,0,-0.00298001,0.0136352,-0.00150344,0.0150979,0.0311488,0.0523108,0,0,1,0.0444,0.0444,0.075,0.25,296,0
0.00789277,-0.012613,0.0566176,-0.00458295,0.0613461,0.0915231,0.0938745,-39.7606,106.836,12.1131,5.62062,1923.37,7.38698,0.0119049,0.00452305,980.357,21.8224,1,0,-0.00298915,0.0135396,-0.00153707,0.0150561,0.0311266,0.0523524,0,0,1,0.04455,0.04455,0.075,0.25,297,0
0.00788234,-0.012589,0.056589,-0.00456416,0.0613202,0.0921217,0.0937972,-39.779,106.651,12.111,5.60565,1923.37,7.37837,0.0119021,0.00451663,980.348,21.7969,1,0,-0.00299829,0.0134439,-0.0015707,0.0150144,0.0311045,0.0523939,0,0,1,0.0447,0.0447,0.075,0.25,298,0
0.00787191,-0.012565,0.0565605,-0.00454536,0.0612942,0.0927204,0.0937199,-39.7975,106.467,12.1089,5.59068,1923.37,7.36976,0.0118992,0.00451022,980.339,21.7715,1,0,-0.00300742,0.0133483,-0.00160432,0.0149726,0.0310823,0.0524355,0,0,1,0.04485,0.04485,0.075,0.25,299,0
0.00786148,-0.0125409,0.0565319,-0.00452657,0.0612682,0.093319,0.0936427,-39.816,106.283,12.1068,5.57572,1923.37,7.36116,0.0118964,0.0045038,980.33,21.746,1,0,-0.00301656,0.0132527,-0.00163795,0.0149309,0.0310602,0.052477,0,0,1,0.045,0.045,0.075,0.25,300,0
0.00785105,-0.0125169,0.0565033,-0.00450778,0.0612423,0.0939176,0.0935654,-39.8345,106.098,12.1047,5.56075,1923.37,7.35255,0.0118935,0.00449739,980.321,21.7206,1,0,-0.0030257,0.0131571,-0.00167158,0.0148891,0.031038,0.0525186,0,0,1,0.04515,0.04515,0.075,0.25,301,0
0.00784062,-0.0124929,0.0564748,-0.00448898,0.0612163,0.0945162,0.0934881,-39.8529,105.914,12.1026,5.54578,1923.37,7.34395,0.0118907,0.00449097,980.312,21.6952,1,0,-0.00303484,0.0130615,-0.00170521,0.0148474,0.0310158,0.0525601,0,0,1,0.0453,0.0453,0.075,0.25,302,0
0.00783019,-0.0124689,0.0564462,-0.00447019,0.0611903,0.0951148,0.0934108,-39.8714,105.73,12.1005,5.53081,1923.37,7.33534,0.0118879,0.00448456,980.303,21.6697,1,0,-0.00304398,0.0129658,-0.00173884,0.0148056,0.0309937,0.0526016,0,0,1,0.04545,0.04545,0.075,0.25,303,0
0.00781976,-0.0124449,0.0564177,-0.0044514,0.0611644,0.0957134,0.0933335,-39.8899,105.545,12.0984,5.51585,1923.38,7.32673,0.011885,0.00447814,980.294,21.6443,1,0,-0.00305311,0.0128702,-0.00177247,0.0147638,0.0309715,0.0526432,0,0,1,0.0456,0.0456,0.075,0.25,304,0
0.00780933,-0.0124208,0.0563891,-0.00443261,0.0611384,0.096312,0.0932563,-39.9084,105.361,12.0963,5.50088,1923.38,7.31813,0.0118822,0.00447173,980.285,21.6188,1,0,-0.00306225,0.0127746,-0.0018061,0.0147221,0.0309493,0.0526847,0,0,1,0.04575,0.04575,0.075,0.25,305,0
0.0077989,-0.0123968,0.0563606,-0.00441381,0.0611124,0.0969106,0.093179,-39.9268,105.177,12.0942,5.48591,1923.38,7.30952,0.0118794,0.00446531,980.276,21.5934,1,0,-0.00307139,0.012679,-0.00183972,0.0146803,0.0309272,0.0527263,0,0,1,0.0459,0.0459,0.075,0.25,306,0
0.00778847,-0.0123728,0.056332,-0.00439502,0.0610865,0.0975092,0.0931017,-39.9453,104.992,12.0921,5.47094,1923.38,7.30092,0.0118765,0.0044589,980.266,21.5679,1,0,-0.00308053,0.0125834,-0.00187335,0.0146386,0.030905,0.0527678,0,0,1,0.04605,0.04605,0.075,0.25,307,0
0.00777804,-0.0123488,0.0563034,-0.00437623,0.0610605,0.0981078,0.0930244,-39.9638,104.808,12.09,5.45598,1923.38,7.29231,0.0118737,0.00445248,980.257,21.5425,1,0,-0.00308967,0.0124878,-0.00190698,0.0145968,0.0308829,0.0528094,0,0,1,0.0462,0.0462,0.075,0.25,308,0
