x_comp,u_average,u_stddev,v_average,v_stddev,w_average,w_stddev
0.0504,-0.0287381,0.0964803,-0.00391343,0.10067,0.173193,0.175504
0.05055,-0.0287677,0.0965142,-0.00389391,0.100882,0.174095,0.175508
0.0507,-0.0287973,0.096548,-0.00387438,0.101093,0.174996,0.175513
0.05085,-0.0288269,0.0965818,-0.00385485,0.101304,0.175898,0.175518
0.051,-0.0288565,0.0966157,-0.00383533,0.101516,0.176799,0.175523
0.05115,-0.0288862,0.0966495,-0.0038158,0.101727,0.177701,0.175528
0.0513,-0.0289158,0.0966833,-0.00379628,0.101939,0.178603,0.175533
0.05145,-0.0289454,0.0967172,-0.00377675,0.10215,0.179504,0.175538
0.0516,-0.0289627,0.0967404,-0.00373186,0.102322,0.180378,0.17552
0.05175,-0.0289432,0.096732,-0.00361087,0.102377,0.181166,0.175436
0.0519,-0.0289237,0.0967236,-0.00348987,0.102432,0.181954,0.175352
0.05205,-0.0289042,0.0967151,-0.00336888,0.102487,0.182742,0.175268
0.0522,-0.0288847,0.0967067,-0.00324789,0.102542,0.18353,0.175183
0.05235,-0.0288652,0.0966982,-0.0031269,0.102598,0.184318,0.175099
0.0525,-0.0288456,0.0966898,-0.00300591,0.102653,0.185106,0.175015
0.05265,-0.0288261,0.0966814,-0.00288492,0.102708,0.185894,0.17493
0.0528,-0.0288066,0.0966729,-0.00276393,0.102763,0.186682,0.174846
0.05295,-0.0287871,0.0966645,-0.00264294,0.102818,0.18747,0.174762
0.0531,-0.0287676,0.0966561,-0.00252194,0.102873,0.188259,0.174678
0.05325,-0.0287481,0.0966476,-0.00240095,0.102928,0.189047,0.174593
0.0534,-0.0287286,0.0966392,-0.00227996,0.102983,0.189835,0.174509
0.05355,-0.0287091,0.0966308,-0.00215897,0.103038,0.190623,0.174425
0.0537,-0.0286896,0.0966223,-0.00203798,0.103093,0.191411,0.174341
0.05385,-0.0286701,0.0966139,-0.00191699,0.103148,0.192199,0.174256
0.054,-0.0286506,0.0966054,-0.00179599,0.103203,0.192987,0.174172
0.05415,-0.0286311,0.096597,-0.001675,0.103258,0.193775,0.174088
0.0543,-0.0286116,0.0965886,-0.00155401,0.103313,0.194563,0.174003
0.05445,-0.0285921,0.0965801,-0.00143302,0.103368,0.195351,0.173919
0.0546,-0.0285725,0.0965717,-0.00131203,0.103423,0.19614,0.173835
0.05475,-0.028553,0.0965633,-0.00119104,0.103478,0.196928,0.173751
0.0549,-0.0285335,0.0965548,-0.00107004,0.103533,0.197716,0.173666
0.05505,-0.028514,0.0965464,-0.000949053,0.103589,0.198504,0.173582
0.0552,-0.0284945,0.096538,-0.000828062,0.103644,0.199292,0.173498
0.05535,-0.028475,0.0965295,-0.000707072,0.103699,0.20008,0.173413
0.0555,-0.0284555,0.0965211,-0.000586078,0.103754,0.200868,0.173329
0.05565,-0.028436,0.0965126,-0.000465088,0.103809,0.201656,0.173245
0.0558,-0.0284165,0.0965042,-0.000344097,0.103864,0.202444,0.173161
0.05595,-0.028397,0.0964958,-0.000223104,0.103919,0.203232,0.173076
0.0561,-0.0283775,0.0964873,-0.000102113,0.103974,0.204021,0.172992
0.05625,-0.028358,0.0964789,1.88773e-05,0.104029,0.204809,0.172908
0.0564,-0.0282781,0.096491,0.000249689,0.104014,0.205401,0.172759
0.05655,-0.0281982,0.0965031,0.000480496,0.103998,0.205994,0.17261
0.0567,-0.0281184,0.0965152,0.000711304,0.103983,0.206587,0.172461
0.05685,-0.0280385,0.0965273,0.000942117,0.103968,0.207179,0.172313
0.057,-0.0279586,0.0965394,0.00117292,0.103953,0.207772,0.172164
0.05715,-0.0278787,0.0965515,0.00140373,0.103937,0.208365,0.172015
0.0573,-0.0277989,0.0965636,0.00163454,0.103922,0.208957,0.171866
0.05745,-0.027719,0.0965757,0.00186535,0.103907,0.20955,0.171717
0.0576,-0.0276391,0.0965878,0.00209616,0.103892,0.210143,0.171569
0.05775,-0.0275593,0.0965999,0.00232697,0.103876,0.210735,0.17142
0.0579,-0.0274794,0.096612,0.00255778,0.103861,0.211328,0.171271
0.05805,-0.0273995,0.0966241,0.00278859,0.103846,0.211921,0.171122
0.0582,-0.0273196,0.0966362,0.0030194,0.10383,0.212513,0.170973
0.05835,-0.0272398,0.0966483,0.00325021,0.103815,0.213106,0.170825
0.0585,-0.0271599,0.0966604,0.00348101,0.1038,0.213699,0.170676
0.05865,-0.02708,0.0966725,0.00371182,0.103785,0.214291,0.170527
0.0588,-0.0270002,0.0966846,0.00394263,0.103769,0.214884,0.170378
0.05895,-0.0269203,0.0966967,0.00417344,0.103754,0.215477,0.170229
0.0591,-0.0268404,0.0967088,0.00440425,0.103739,0.216069,0.170081
0.05925,-0.0267605,0.0967209,0.00463506,0.103724,0.216662,0.169932
0.0594,-0.0266807,0.0967331,0.00486587,0.103708,0.217255,0.169783
0.05955,-0.0266008,0.0967452,0.00509668,0.103693,0.217848,0.169634
0.0597,-0.0265209,0.0967573,0.00532749,0.103678,0.21844,0.169485
0.05985,-0.0264411,0.0967694,0.0055583,0.103662,0.219033,0.169337
0.06,-0.0263612,0.0967815,0.0057891,0.103647,0.219626,0.169188
0.06015,-0.0262813,0.0967936,0.00601992,0.103632,0.220218,0.169039
0.0603,-0.0262014,0.0968057,0.00625072,0.103617,0.220811,0.16889
0.06045,-0.0261216,0.0968178,0.00648153,0.103601,0.221404,0.168741
0.0606,-0.0260417,0.0968299,0.00671234,0.103586,0.221996,0.168592
0.06075,-0.0259618,0.096842,0.00694315,0.103571,0.222589,0.168444
0.0609,-0.025882,0.0968541,0.00717396,0.103556,0.223182,0.168295
0.06105,-0.0257481,0.0968448,0.00737608,0.103501,0.22366,0.168181
0.0612,-0.0255963,0.0968283,0.00756864,0.103434,0.224101,0.168079
0.06135,-0.0254445,0.0968118,0.00776119,0.103367,0.224542,0.167978
0.0615,-0.0252927,0.0967954,0.00795375,0.1033,0.224982,0.167876
0.06165,-0.0251409,0.0967789,0.00814631,0.103232,0.225423,0.167774
0.0618,-0.0249891,0.0967625,0.00833887,0.103165,0.225864,0.167672
0.06195,-0.0248373,0.096746,0.00853142,0.103098,0.226305,0.16757
0.0621,-0.0246855,0.0967296,0.00872398,0.103031,0.226745,0.167468
0.06225,-0.0245337,0.0967131,0.00891654,0.102963,0.227186,0.167366
0.0624,-0.0243819,0.0966967,0.00910909,0.102896,0.227627,0.167264
0.06255,-0.0242301,0.0966802,0.00930165,0.102829,0.228067,0.167162
0.0627,-0.0240783,0.0966637,0.00949421,0.102762,0.228508,0.167061
0.06285,-0.0239265,0.0966473,0.00968676,0.102694,0.228949,0.166959
0.063,-0.0237746,0.0966308,0.00987933,0.102627,0.22939,0.166857
0.06315,-0.0236228,0.0966144,0.0100719,0.10256,0.22983,0.166755
0.0633,-0.023471,0.0965979,0.0102644,0.102493,0.230271,0.166653
0.06345,-0.0233192,0.0965815,0.010457,0.102425,0.230712,0.166551
0.0636,-0.0231674,0.096565,0.0106496,0.102358,0.231152,0.166449
0.06375,-0.0230156,0.0965486,0.0108421,0.102291,0.231593,0.166347
0.0639,-0.0228638,0.0965321,0.0110347,0.102224,0.232034,0.166246
0.06405,-0.022712,0.0965157,0.0112272,0.102156,0.232475,0.166144
0.0642,-0.0225602,0.0964992,0.0114198,0.102089,0.232915,0.166042
0.06435,-0.0224084,0.0964827,0.0116123,0.102022,0.233356,0.16594
0.0645,-0.0222566,0.0964663,0.0118049,0.101955,0.233797,0.165838
0.06465,-0.0221048,0.0964498,0.0119975,0.101887,0.234237,0.165736
0.0648,-0.021953,0.0964334,0.01219,0.10182,0.234678,0.165634
0.06495,-0.0218012,0.0964169,0.0123826,0.101753,0.235119,0.165532
0.0651,-0.0216494,0.0964005,0.0125751,0.101686,0.23556,0.165431
0.06525,-0.0214976,0.096384,0.0127677,0.101618,0.236,0.165329
0.0654,-0.0213457,0.0963676,0.0129602,0.101551,0.236441,0.165227
0.06555,-0.0211939,0.0963511,0.0131528,0.101484,0.236882,0.165125
0.0657,-0.0210029,0.096336,0.0132753,0.101421,0.237251,0.165109
0.06585,-0.0207726,0.0963223,0.0133277,0.101363,0.237547,0.16518
0.066,-0.0205423,0.0963085,0.0133802,0.101304,0.237844,0.16525
0.06615,-0.020312,0.0962948,0.0134326,0.101246,0.238141,0.165321
0.0663,-0.0200817,0.096281,0.013485,0.101187,0.238438,0.165392
0.06645,-0.0198514,0.0962673,0.0135375,0.101129,0.238735,0.165462
0.0666,-0.0196211,0.0962536,0.0135899,0.10107,0.239032,0.165533
0.06675,-0.0193908,0.0962398,0.0136423,0.101012,0.239329,0.165603
0.0669,-0.0191605,0.0962261,0.0136948,0.100953,0.239626,0.165674
0.06705,-0.0189302,0.0962124,0.0137472,0.100895,0.239923,0.165745
0.0672,-0.0186999,0.0961986,0.0137996,0.100836,0.24022,0.165815
0.06735,-0.0184696,0.0961849,0.0138521,0.100778,0.240516,0.165886
0.0675,-0.0182393,0.0961711,0.0139045,0.100719,0.240813,0.165957
0.06765,-0.0180091,0.0961574,0.0139569,0.100661,0.24111,0.166027
0.0678,-0.0177788,0.0961437,0.0140094,0.100602,0.241407,0.166098
0.06795,-0.0175485,0.0961299,0.0140618,0.100544,0.241704,0.166168
0.0681,-0.0173182,0.0961162,0.0141142,0.100485,0.242001,0.166239
0.06825,-0.0170879,0.0961025,0.0141667,0.100427,0.242298,0.16631
0.0684,-0.0168576,0.0960887,0.0142191,0.100368,0.242595,0.16638
0.06855,-0.0166273,0.096075,0.0142715,0.10031,0.242892,0.166451
0.0687,-0.016397,0.0960612,0.014324,0.100252,0.243189,0.166521
0.06885,-0.0161667,0.0960475,0.0143764,0.100193,0.243486,0.166592
0.069,-0.0159364,0.0960338,0.0144288,0.100135,0.243782,0.166663
0.06915,-0.0157061,0.09602,0.0144813,0.100076,0.244079,0.166733
0.0693,-0.0154758,0.0960063,0.0145337,0.100018,0.244376,0.166804
0.06945,-0.0152455,0.0959926,0.0145861,0.0999592,0.244673,0.166874
0.0696,-0.0150152,0.0959788,0.0146385,0.0999007,0.24497,0.166945
0.06975,-0.0147849,0.0959651,0.014691,0.0998422,0.245267,0.167016
0.0699,-0.0145546,0.0959513,0.0147434,0.0997838,0.245564,0.167086
0.07005,-0.0143243,0.0959376,0.0147958,0.0997253,0.245861,0.167157
0.0702,-0.014094,0.0959239,0.0148483,0.0996668,0.246158,0.167227
0.07035,-0.013853,0.0959235,0.0148782,0.099614,0.246421,0.167332
0.0705,-0.0135795,0.0959633,0.0148403,0.0995783,0.246584,0.16754
0.07065,-0.0133061,0.0960032,0.0148025,0.0995425,0.246748,0.167748
0.0708,-0.0130327,0.096043,0.0147647,0.0995068,0.246911,0.167956
0.07095,-0.0127593,0.0960828,0.0147269,0.099471,0.247074,0.168164
0.0711,-0.0124858,0.0961226,0.0146891,0.0994353,0.247237,0.168372
0.07125,-0.0122124,0.0961625,0.0146512,0.0993996,0.247401,0.16858
0.0714,-0.011939,0.0962023,0.0146134,0.0993638,0.247564,0.168789
0.07155,-0.0116656,0.0962421,0.0145756,0.0993281,0.247727,0.168997
0.0717,-0.0113921,0.0962819,0.0145378,0.0992923,0.247891,0.169205
0.07185,-0.0111187,0.0963217,0.0145,0.0992566,0.248054,0.169413
0.072,-0.0108453,0.0963616,0.0144622,0.0992208,0.248217,0.169621
0.07215,-0.0105719,0.0964014,0.0144243,0.0991851,0.24838,0.169829
0.0723,-0.0102984,0.0964412,0.0143865,0.0991494,0.248544,0.170037
0.07245,-0.010025,0.096481,0.0143487,0.0991136,0.248707,0.170245
0.0726,-0.00975159,0.0965209,0.0143109,0.0990779,0.24887,0.170453
0.07275,-0.00947816,0.0965607,0.0142731,0.0990421,0.249033,0.170661
0.0729,-0.00920475,0.0966005,0.0142352,0.0990064,0.249197,0.170869
0.07305,-0.00893132,0.0966403,0.0141974,0.0989707,0.24936,0.171077
0.0732,-0.00865789,0.0966801,0.0141596,0.0989349,0.249523,0.171285
0.07335,-0.00838447,0.09672,0.0141218,0.0988992,0.249686,0.171493
0.0735,-0.00811105,0.0967598,0.014084,0.0988634,0.24985,0.171701
0.07365,-0.00783762,0.0967996,0.0140462,0.0988277,0.250013,0.171909
0.0738,-0.0075642,0.0968394,0.0140083,0.0987919,0.250176,0.172117
0.07395,-0.00729077,0.0968793,0.0139705,0.0987562,0.25034,0.172325
0.0741,-0.00701734,0.0969191,0.0139327,0.0987205,0.250503,0.172533
0.07425,-0.00674393,0.0969589,0.0138949,0.0986847,0.250666,0.172741
0.0744,-0.0064705,0.0969987,0.0138571,0.098649,0.250829,0.172949
0.07455,-0.00619707,0.0970386,0.0138192,0.0986132,0.250993,0.173157
0.0747,-0.00592366,0.0970784,0.0137814,0.0985775,0.251156,0.173365
0.07485,-0.00565023,0.0971182,0.0137436,0.0985417,0.251319,0.173573
0.075,-0.0053768,0.097158,0.0137058,0.098506,0.251482,0.173781
0.07515,-0.0051189,0.0971842,0.0136086,0.0984034,0.251515,0.17413
0.0753,-0.00486098,0.0972104,0.0135113,0.0983009,0.251547,0.174478
0.07545,-0.00460306,0.0972366,0.0134141,0.0981983,0.25158,0.174827
0.0756,-0.00434516,0.0972628,0.0133169,0.0980957,0.251612,0.175176
0.07575,-0.00408724,0.0972889,0.0132197,0.0979931,0.251644,0.175525
0.0759,-0.00382933,0.0973151,0.0131225,0.0978906,0.251677,0.175874
0.07605,-0.00357142,0.0973413,0.0130252,0.097788,0.251709,0.176223
0.0762,-0.00331351,0.0973675,0.012928,0.0976854,0.251742,0.176572
0.07635,-0.00305559,0.0973937,0.0128308,0.0975828,0.251774,0.17692
0.0765,-0.00279769,0.0974199,0.0127336,0.0974803,0.251807,0.177269
0.07665,-0.00253977,0.097446,0.0126363,0.0973777,0.251839,0.177618
0.0768,-0.00228186,0.0974722,0.0125391,0.0972751,0.251871,0.177967
0.07695,-0.00202395,0.0974984,0.0124419,0.0971725,0.251904,0.178316
0.0771,-0.00176604,0.0975246,0.0123447,0.09707,0.251936,0.178665
0.07725,-0.00150813,0.0975508,0.0122475,0.0969674,0.251969,0.179014
0.0774,-0.00125022,0.097577,0.0121502,0.0968648,0.252001,0.179362
0.07755,-0.0009923,0.0976031,0.012053,0.0967622,0.252033,0.179711
0.0777,-0.000734396,0.0976293,0.0119558,0.0966597,0.252066,0.18006
0.07785,-0.00047648,0.0976555,0.0118586,0.0965571,0.252098,0.180409
0.078,-0.000218564,0.0976817,0.0117613,0.0964545,0.252131,0.180758
0.07815,3.93398e-05,0.0977079,0.0116641,0.0963519,0.252163,0.181107
0.0783,0.000297256,0.0977341,0.0115669,0.0962494,0.252196,0.181456
0.07845,0.000555172,0.0977602,0.0114697,0.0961468,0.252228,0.181804
0.0786,0.000813076,0.0977864,0.0113725,0.0960442,0.25226,0.182153
0.07875,0.00107099,0.0978126,0.0112752,0.0959416,0.252293,0.182502
0.0789,0.00132891,0.0978388,0.011178,0.0958391,0.252325,0.182851
0.07905,0.00158681,0.097865,0.0110808,0.0957365,0.252358,0.1832
0.0792,0.00184473,0.0978912,0.0109836,0.0956339,0.25239,0.183549
0.07935,0.00210264,0.0979174,0.0108863,0.0955313,0.252422,0.183898
0.0795,0.00236055,0.0979435,0.0107891,0.0954288,0.252455,0.184246
0.07965,0.00261846,0.0979697,0.0106919,0.0953262,0.252487,0.184595
0.0798,0.00283258,0.0979398,0.0105854,0.0952049,0.252388,0.184919
0.07995,0.00303208,0.0978912,0.0104758,0.0950773,0.252245,0.185234
0.0801,0.0032316,0.0978425,0.0103662,0.0949497,0.252102,0.185549
0.08025,0.00343111,0.0977939,0.0102566,0.0948222,0.25196,0.185864
0.0804,0.00363062,0.0977453,0.010147,0.0946946,0.251817,0.186179
0.08055,0.00383013,0.0976966,0.0100374,0.0945671,0.251674,0.186494
0.0807,0.00402965,0.097648,0.00992785,0.0944395,0.251531,0.186809
0.08085,0.00422915,0.0975994,0.00981826,0.0943119,0.251388,0.187124
0.081,0.00442867,0.0975508,0.00970866,0.0941844,0.251245,0.187439
0.08115,0.00462818,0.0975021,0.00959907,0.0940568,0.251102,0.187754
0.0813,0.00482769,0.0974535,0.00948948,0.0939293,0.250959,0.188069
0.08145,0.0050272,0.0974049,0.00937989,0.0938017,0.250816,0.188384
0.0816,0.00522672,0.0973562,0.0092703,0.0936741,0.250674,0.188699
0.08175,0.00542622,0.0973076,0.00916071,0.0935466,0.250531,0.189014
0.0819,0.00562574,0.097259,0.00905111,0.093419,0.250388,0.189329
0.08205,0.00582525,0.0972104,0.00894152,0.0932914,0.250245,0.189644
0.0822,0.00602476,0.0971617,0.00883193,0.0931639,0.250102,0.189959
0.08235,0.00622427,0.0971131,0.00872234,0.0930363,0.249959,0.190274
0.0825,0.00642379,0.0970645,0.00861275,0.0929087,0.249816,0.190589
0.08265,0.00662329,0.0970158,0.00850316,0.0927812,0.249673,0.190904
0.0828,0.00682281,0.0969672,0.00839356,0.0926536,0.24953,0.191219
0.08295,0.00702232,0.0969186,0.00828397,0.0925261,0.249387,0.191534
0.0831,0.00722183,0.0968699,0.00817438,0.0923985,0.249245,0.191849
0.08325,0.00742134,0.0968213,0.00806479,0.0922709,0.249102,0.192164
0.0834,0.00762086,0.0967727,0.0079552,0.0921434,0.248959,0.192479
0.08355,0.00782037,0.0967241,0.00784561,0.0920158,0.248816,0.192794
0.0837,0.00801988,0.0966754,0.00773601,0.0918882,0.248673,0.193109
0.08385,0.00821939,0.0966268,0.00762643,0.0917607,0.24853,0.193424
0.084,0.0084189,0.0965782,0.00751683,0.0916331,0.248387,0.193739
0.08415,0.00861842,0.0965295,0.00740724,0.0915056,0.248244,0.194054
0.0843,0.00881792,0.0964809,0.00729765,0.091378,0.248101,0.194369
0.08445,0.0089764,0.0964335,0.00719673,0.0912532,0.247838,0.194538
0.0846,0.00909384,0.0963873,0.00710449,0.0911311,0.247455,0.194563
0.08475,0.00921128,0.0963411,0.00701225,0.091009,0.247071,0.194587
0.0849,0.00932872,0.0962949,0.00692001,0.090887,0.246687,0.194612
0.08505,0.00944616,0.0962486,0.00682776,0.0907649,0.246304,0.194636
0.0852,0.00956359,0.0962024,0.00673552,0.0906428,0.24592,0.194661
0.08535,0.00968103,0.0961562,0.00664328,0.0905207,0.245537,0.194685
0.0855,0.00979847,0.09611,0.00655104,0.0903987,0.245153,0.19471
0.08565,0.00991591,0.0960638,0.0064588,0.0902766,0.244769,0.194734
0.0858,0.0100334,0.0960176,0.00636656,0.0901545,0.244386,0.194759
0.08595,0.0101508,0.0959714,0.00627431,0.0900325,0.244002,0.194783
0.0861,0.0102682,0.0959252,0.00618207,0.0899104,0.243619,0.194808
0.08625,0.0103857,0.0958789,0.00608983,0.0897883,0.243235,0.194832
0.0864,0.0105031,0.0958327,0.00599759,0.0896662,0.242851,0.194857
0.08655,0.0106205,0.0957865,0.00590535,0.0895442,0.242468,0.194881
0.0867,0.010738,0.0957403,0.0058131,0.0894221,0.242084,0.194906
0.08685,0.0108554,0.0956941,0.00572086,0.0893,0.241701,0.194931
0.087,0.0109729,0.0956479,0.00562862,0.089178,0.241317,0.194955
0.08715,0.0110903,0.0956017,0.00553638,0.0890559,0.240933,0.19498
0.0873,0.0112077,0.0955555,0.00544413,0.0889338,0.24055,0.195004
0.08745,0.0113252,0.0955093,0.0053519,0.0888117,0.240166,0.195029
0.0876,0.0114426,0.095463,0.00525965,0.0886897,0.239783,0.195053
0.08775,0.0115601,0.0954168,0.00516741,0.0885676,0.239399,0.195078
0.0879,0.0116775,0.0953706,0.00507517,0.0884455,0.239015,0.195102
0.08805,0.0117949,0.0953244,0.00498293,0.0883234,0.238632,0.195127
0.0882,0.0119124,0.0952782,0.00489068,0.0882014,0.238248,0.195151
0.08835,0.0120298,0.095232,0.00479844,0.0880793,0.237865,0.195176
0.0885,0.0121473,0.0951858,0.0047062,0.0879572,0.237481,0.1952
0.08865,0.0122647,0.0951396,0.00461396,0.0878352,0.237097,0.195225
0.0888,0.0123821,0.0950934,0.00452172,0.0877131,0.236714,0.195249
0.08895,0.0124996,0.0950471,0.00442948,0.087591,0.23633,0.195274
0.0891,0.0125903,0.0950082,0.00432209,0.0874661,0.235891,0.195222
0.08925,0.0126009,0.094991,0.0041693,0.0873328,0.235286,0.194941
0.0894,0.0126115,0.0949737,0.00401651,0.0871995,0.234681,0.194659
0.08955,0.0126222,0.0949565,0.00386371,0.0870662,0.234076,0.194378
0.0897,0.0126328,0.0949393,0.00371092,0.086933,0.233471,0.194097
0.08985,0.0126434,0.0949221,0.00355812,0.0867997,0.232865,0.193816
0.09,0.012654,0.0949049,0.00340532,0.0866664,0.23226,0.193535
0.09015,0.0126647,0.0948877,0.00325253,0.0865331,0.231655,0.193254
0.0903,0.0126753,0.0948704,0.00309974,0.0863998,0.23105,0.192973
0.09045,0.0126859,0.0948532,0.00294695,0.0862665,0.230445,0.192691
0.0906,0.0126965,0.094836,0.00279415,0.0861332,0.229839,0.19241
0.09075,0.0127072,0.0948188,0.00264135,0.0859999,0.229234,0.192129
0.0909,0.0127178,0.0948016,0.00248856,0.0858666,0.228629,0.191848
0.09105,0.0127284,0.0947844,0.00233576,0.0857333,0.228024,0.191567
0.0912,0.012739,0.0947672,0.00218297,0.0856,0.227419,0.191286
0.09135,0.0127496,0.0947499,0.00203018,0.0854667,0.226814,0.191004
0.0915,0.0127603,0.0947327,0.00187738,0.0853334,0.226208,0.190723
0.09165,0.0127709,0.0947155,0.00172458,0.0852001,0.225603,0.190442
0.0918,0.0127815,0.0946983,0.00157179,0.0850668,0.224998,0.190161
0.09195,0.0127921,0.0946811,0.00141899,0.0849335,0.224393,0.18988
0.0921,0.0128028,0.0946639,0.0012662,0.0848002,0.223788,0.189599
0.09225,0.0128134,0.0946466,0.00111341,0.0846669,0.223182,0.189318
0.0924,0.012824,0.0946294,0.00096061,0.0845336,0.222577,0.189036
0.09255,0.0128346,0.0946122,0.000807813,0.0844003,0.221972,0.188755
0.0927,0.0128452,0.094595,0.000655023,0.084267,0.221367,0.188474
0.09285,0.0128559,0.0945778,0.000502225,0.0841338,0.220762,0.188193
0.093,0.0128665,0.0945606,0.000349428,0.0840005,0.220157,0.187912
0.09315,0.0128771,0.0945433,0.000196638,0.0838672,0.219551,0.187631
0.0933,0.0128877,0.0945261,4.38407e-05,0.0837339,0.218946,0.187349
0.09345,0.0128984,0.0945089,-0.000108957,0.0836006,0.218341,0.187068
0.0936,0.012909,0.0944917,-0.000261747,0.0834673,0.217736,0.186787
0.09375,0.0129196,0.0944745,-0.000414544,0.083334,0.217131,0.186506
0.0939,0.0128676,0.0944896,-0.000578439,0.0831975,0.216354,0.186124
0.09405,0.0128156,0.0945047,-0.000742326,0.083061,0.215578,0.185742
0.0942,0.0127636,0.0945198,-0.000906221,0.0829245,0.214802,0.18536
0.09435,0.0127116,0.094535,-0.00107012,0.082788,0.214025,0.184977
0.0945,0.0126596,0.0945501,-0.001234,0.0826515,0.213249,0.184595
0.09465,0.0126077,0.0945652,-0.0013979,0.082515,0.212473,0.184213
0.0948,0.0125557,0.0945803,-0.00156179,0.0823785,0.211696,0.183831
0.09495,0.0125037,0.0945955,-0.00172568,0.082242,0.21092,0.183449
0.0951,0.0124517,0.0946106,-0.00188957,0.0821055,0.210144,0.183067
0.09525,0.0123997,0.0946257,-0.00205347,0.081969,0.209367,0.182685
0.0954,0.0123477,0.0946408,-0.00221736,0.0818325,0.208591,0.182303
0.09555,0.0122957,0.094656,-0.00238125,0.081696,0.207815,0.18192
0.0957,0.0122437,0.0946711,-0.00254515,0.0815595,0.207038,0.181538
0.09585,0.0121917,0.0946862,-0.00270903,0.0814231,0.206262,0.181156
0.096,0.0121397,0.0947013,-0.00287293,0.0812866,0.205486,0.180774
0.09615,0.0120877,0.0947164,-0.00303682,0.0811501,0.204709,0.180392
0.0963,0.0120357,0.0947316,-0.00320071,0.0810136,0.203933,0.18001
0.09645,0.0119838,0.0947467,-0.00336461,0.0808771,0.203157,0.179628
0.0966,0.0119318,0.0947618,-0.0035285,0.0807406,0.20238,0.179246
0.09675,0.0118798,0.0947769,-0.00369239,0.0806041,0.201604,0.178863
0.0969,0.0118278,0.0947921,-0.00385628,0.0804676,0.200827,0.178481
0.09705,0.0117758,0.0948072,-0.00402018,0.0803311,0.200051,0.178099
0.0972,0.0117238,0.0948223,-0.00418406,0.0801946,0.199275,0.177717
0.09735,0.0116718,0.0948374,-0.00434796,0.0800581,0.198498,0.177335
0.0975,0.0116198,0.0948525,-0.00451185,0.0799216,0.197722,0.176953
0.09765,0.0115678,0.0948677,-0.00467574,0.0797851,0.196946,0.176571
0.0978,0.0115158,0.0948828,-0.00483964,0.0796486,0.196169,0.176189
0.09795,0.0114638,0.0948979,-0.00500352,0.0795121,0.195393,0.175806
0.0981,0.0114118,0.094913,-0.00516742,0.0793756,0.194617,0.175424
0.09825,0.0113599,0.0949282,-0.00533131,0.0792391,0.19384,0.175042
0.0984,0.0113079,0.0949433,-0.0054952,0.0791026,0.193064,0.17466
0.09855,0.0112442,0.0949993,-0.00556995,0.0790385,0.192223,0.174471
0.0987,0.0111767,0.095069,-0.00561498,0.0789984,0.191359,0.174346
0.09885,0.0111091,0.0951388,-0.00566001,0.0789583,0.190496,0.174221
0.099,0.0110416,0.0952085,-0.00570504,0.0789182,0.189633,0.174096
0.09915,0.010974,0.0952782,-0.00575007,0.0788782,0.18877,0.173971
0.0993,0.0109065,0.0953479,-0.0057951,0.0788381,0.187906,0.173846
0.09945,0.0108389,0.0954176,-0.00584014,0.078798,0.187043,0.173721
0.0996,0.0107714,0.0954873,-0.00588517,0.078758,0.18618,0.173596
0.09975,0.0107038,0.095557,-0.0059302,0.0787179,0.185317,0.173471
0.0999,0.0106363,0.0956267,-0.00597523,0.0786778,0.184453,0.173346
0.10005,0.0105687,0.0956964,-0.00602026,0.0786378,0.18359,0.173221
0.1002,0.0105012,0.0957661,-0.00606529,0.0785977,0.182727,0.173097
0.10035,0.0104336,0.0958358,-0.00611032,0.0785576,0.181864,0.172972
0.1005,0.0103661,0.0959056,-0.00615535,0.0785175,0.181,0.172847
0.10065,0.0102985,0.0959753,-0.00620038,0.0784775,0.180137,0.172722
0.1008,0.010231,0.096045,-0.00624542,0.0784374,0.179274,0.172597
0.10095,0.0101634,0.0961147,-0.00629045,0.0783973,0.178411,0.172472
0.1011,0.0100959,0.0961844,-0.00633548,0.0783573,0.177547,0.172347
0.10125,0.0100283,0.0962541,-0.00638051,0.0783172,0.176684,0.172222
0.1014,0.00996076,0.0963238,-0.00642554,0.0782771,0.175821,0.172097
0.10155,0.00989321,0.0963935,-0.00647057,0.0782371,0.174958,0.171972
0.1017,0.00982566,0.0964632,-0.0065156,0.078197,0.174094,0.171847
0.10185,0.00975811,0.0965329,-0.00656063,0.0781569,0.173231,0.171722
0.102,0.00969056,0.0966026,-0.00660566,0.0781169,0.172368,0.171597
0.10215,0.00962301,0.0966723,-0.00665069,0.0780768,0.171505,0.171472
0.1023,0.00955546,0.0967421,-0.00669573,0.0780367,0.170641,0.171347
0.10245,0.00948791,0.0968118,-0.00674076,0.0779966,0.169778,0.171222
0.1026,0.00942036,0.0968815,-0.00678579,0.0779566,0.168915,0.171097
0.10275,0.00935281,0.0969512,-0.00683082,0.0779165,0.168052,0.170972
0.1029,0.00928527,0.0970209,-0.00687585,0.0778764,0.167188,0.170848
0.10305,0.00921772,0.0970906,-0.00692088,0.0778364,0.166325,0.170723
0.1032,0.00916531,0.097145,-0.00691654,0.0779071,0.165464,0.170716
0.10335,0.00912806,0.097184,-0.00686284,0.0780885,0.164605,0.170828
0.1035,0.0090908,0.0972231,-0.00680914,0.07827,0.163747,0.17094
0.10365,0.00905355,0.0972622,-0.00675544,0.0784514,0.162888,0.171052
